file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
260-123440-0003,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0003_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0003_merged_inference.wav,OH WON'T SHE BE SAVAGE IF I'VE KEPT HER WAITING," Oh, won't she be savage if I've kept her waiting!"," Oh, what should we serve? The j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-j-",OH WONT SHE BE SAVAGE IF IVE KEPT HER WAITING,OH WHAT SHOULD WE SERVE THE JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ,0.0,1.0,1.0,1.5475530624389648,1.150359869003296,0.244328912393701
260-123440-0004,0.5s,25,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0004_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0004_merged_inference.wav,ALICE TOOK UP THE FAN AND GLOVES AND AS THE HALL WAS VERY HOT SHE KEPT FANNING HERSELF ALL THE TIME SHE WENT ON TALKING DEAR DEAR HOW QUEER EVERYTHING IS TO DAY, alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to-day, alice took the fan and it blew and as the hot was very hot she kept fanning herself all the time she kept on talking dear dear how queer everything is today,ALICE TOOK UP THE FAN AND GLOVES AND AS THE HALL WAS VERY HOT SHE KEPT FANNING HERSELF ALL THE TIME SHE WENT ON TALKING DEAR DEAR HOW QUEER EVERYTHING IS TODAY,ALICE TOOK THE FAN AND IT BLEW AND AS THE HOT WAS VERY HOT SHE KEPT FANNING HERSELF ALL THE TIME SHE KEPT ON TALKING DEAR DEAR HOW QUEER EVERYTHING IS TODAY,0.030303030303030304,0.45454545454545453,0.4242424242424242,1.7343933582305908,1.3605045080184937,0.13239501291553157
260-123440-0005,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0005_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0005_merged_inference.wav,AND YESTERDAY THINGS WENT ON JUST AS USUAL, and yesterday things went on just as usual.," and yesterday, things went on just as usual.",AND YESTERDAY THINGS WENT ON JUST AS USUAL,AND YESTERDAY THINGS WENT ON JUST AS USUAL,0.0,0.0,0.0,2.6381163597106934,1.2170960903167725,0.19494151499517903
260-123440-0007,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0007_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0007_merged_inference.wav,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT, I almost think I can remember feeling a little different., I almost think I can remember feeling a little different,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT,0.0,0.0,0.0,1.7730259895324707,1.0739315748214722,0.11100287324359066
260-123440-0008,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0008_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0008_merged_inference.wav,I'LL TRY IF I KNOW ALL THE THINGS I USED TO KNOW, I'll try if I know all the things I used to know., I will try if I know other things I used to know.,ILL TRY IF I KNOW ALL THE THINGS I USED TO KNOW,I WILL TRY IF I KNOW OTHER THINGS I USED TO KNOW,0.0,0.6666666666666666,0.6666666666666666,1.4775521755218506,1.0974687337875366,0.11665161181471996
260-123440-0009,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0009_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0009_merged_inference.wav,I SHALL NEVER GET TO TWENTY AT THAT RATE, I shall never get to twenty at that rate., I shall never get to twenty at that rate.,I SHALL NEVER GET TO TWENTY AT THAT RATE,I SHALL NEVER GET TO TWENTY AT THAT RATE,0.0,0.0,0.0,2.120422124862671,1.0860713720321655,0.04186071111910172
260-123440-0010,0.5s,17,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0010_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0010_merged_inference.wav,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS, how cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws, how cheerfully he seemed to grin how neatly he spread his claws and woke the little fishes in with gently smiling jaws,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS,HOW CHEERFULLY HE SEEMED TO GRIN HOW NEATLY HE SPREAD HIS CLAWS AND WOKE THE LITTLE FISHES IN WITH GENTLY SMILING JAWS,0.0,0.55,0.55,1.9569729566574097,1.0721287727355957,0.14796794070140257
260-123440-0011,0.5s,10,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0011_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0011_merged_inference.wav,NO I'VE MADE UP MY MIND ABOUT IT IF I'M MABEL I'LL STAY DOWN HERE," ""'No, I've made up my mind about it. ""'If I'm Mabel, I'll stay down here.'"," No, I'd make my mind about it. If I'm able, I'll stay on here.",NO IVE MADE UP MY MIND ABOUT IT IF IM MABEL ILL STAY DOWN HERE,NO ID MAKE MY MIND ABOUT IT IF IM ABLE ILL STAY ON HERE,0.0,0.7333333333333333,0.7333333333333333,2.3574869632720947,1.190950870513916,0.10773686962120899
260-123440-0012,0.5s,11,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0012_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0012_merged_inference.wav,IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR, It'll be no use. They're putting their heads down and saying come up again dear.," It'll be no use their putting their head down and saying, come up again, do you ever",ITLL BE NO USE THEYRE PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR,ITLL BE NO USE THEIR PUTTING THEIR HEAD DOWN AND SAYING COME UP AGAIN DO YOU EVER,0.13333333333333333,0.6,0.4666666666666667,2.0004568099975586,1.3043155670166016,0.016247909237244805
260-123440-0013,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0013_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0013_merged_inference.wav,I AM SO VERY TIRED OF BEING ALL ALONE HERE, I am so very tired of being all alone here., I'm so f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f-f,I AM SO VERY TIRED OF BEING ALL ALONE HERE,IM SO FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0.0,1.0,1.0,2.0110080242156982,1.167508840560913,0.08427034418621886
260-123440-0014,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0014_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0014_merged_inference.wav,AND I DECLARE IT'S TOO BAD THAT IT IS, And I declare it's too bad that it is., and i declare it's too bad that it is,AND I DECLARE ITS TOO BAD THAT IT IS,AND I DECLARE ITS TOO BAD THAT IT IS,0.0,0.0,0.0,2.498889923095703,1.1775997877120972,0.07911031149864657
260-123440-0015,0.5s,13,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0015_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0015_merged_inference.wav,I WISH I HADN'T CRIED SO MUCH SAID ALICE AS SHE SWAM ABOUT TRYING TO FIND HER WAY OUT," ""'I wish I hadn't cried so much,' said Alice, as she swam about trying to find her way out.'"," I wish I hadn't cried so much, said Alice as she swam about trying to find her way out.",I WISH I HADNT CRIED SO MUCH SAID ALICE AS SHE SWAM ABOUT TRYING TO FIND HER WAY OUT,I WISH I HADNT CRIED SO MUCH SAID ALICE AS SHE SWAM ABOUT TRYING TO FIND HER WAY OUT,0.0,0.0,0.0,1.7823797464370728,1.1470006704330444,0.09996097397258119
260-123440-0016,0.5s,10,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0016_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0016_merged_inference.wav,I SHALL BE PUNISHED FOR IT NOW I SUPPOSE BY BEING DROWNED IN MY OWN TEARS," I shall be punished for it now, I suppose, by being drowned in my own tears."," I shall be punished now, I suppose, for being torn down in my own tears.",I SHALL BE PUNISHED FOR IT NOW I SUPPOSE BY BEING DROWNED IN MY OWN TEARS,I SHALL BE PUNISHED NOW I SUPPOSE FOR BEING TORN DOWN IN MY OWN TEARS,0.0,1.0,1.0,2.426781177520752,1.0987693071365356,0.08176901795896388
260-123440-0017,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0017_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0017_merged_inference.wav,THAT WILL BE A QUEER THING TO BE SURE," That will be a queer thing, to be sure.", that will get queer things to be sure.,THAT WILL BE A QUEER THING TO BE SURE,THAT WILL GET QUEER THINGS TO BE SURE,0.0,0.4444444444444444,0.4444444444444444,1.8178396224975586,1.1885309219360352,0.11238817595240935
260-123440-0018,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0018_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0018_merged_inference.wav,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE," I am very tired of swimming about here. Oh, Mouse!"," I am very tired of swimming about here, almost.",I AM VERY TIRED OF SWIMMING ABOUT HERE OH MOUSE,I AM VERY TIRED OF SWIMMING ABOUT HERE ALMOST,0.1,0.4,0.30000000000000004,2.372191905975342,1.1046833992004395,0.14354842434886117
260-123440-0019,0.5s,14,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0019_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0019_merged_inference.wav,CRIED ALICE AGAIN FOR THIS TIME THE MOUSE WAS BRISTLING ALL OVER AND SHE FELT CERTAIN IT MUST BE REALLY OFFENDED," cried Alice again, for this time the mouse was bristling all over, and she felt certain it must be really offended."," Craig fell asleep again, and for this time the mess was whistling all over, and she felt certain it must have been really a friend of hers.",CRIED ALICE AGAIN FOR THIS TIME THE MOUSE WAS BRISTLING ALL OVER AND SHE FELT CERTAIN IT MUST BE REALLY OFFENDED,CRAIG FELL ASLEEP AGAIN AND FOR THIS TIME THE MESS WAS WHISTLING ALL OVER AND SHE FELT CERTAIN IT MUST HAVE BEEN REALLY A FRIEND OF HERS,0.0,1.0,1.0,1.8844516277313232,1.2859981060028076,0.1296088871859162
260-123440-0020,0.5s,10,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/260-123440-0020_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/260-123440-0020_merged_inference.wav,WE WON'T TALK ABOUT HER ANY MORE IF YOU'D RATHER NOT WE INDEED," We won't talk about her any more if you'd rather not. We, indeed.", We wouldn't talk about her anymore if you'd love enough. We indeed.,WE WONT TALK ABOUT HER ANY MORE IF YOUD RATHER NOT WE INDEED,WE WOULDNT TALK ABOUT HER ANYMORE IF YOUD LOVE ENOUGH WE INDEED,0.0,1.0,1.0,1.940047264099121,1.1522853374481201,0.19502412225156282
2830-3979-0000,0.5s,13,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0000_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0000_merged_inference.wav,WE WANT YOU TO HELP US PUBLISH SOME LEADING WORK OF LUTHER'S FOR THE GENERAL AMERICAN MARKET WILL YOU DO IT, We want you to help us publish some leading work of Luther's for the general American market. Will you do it?, They want you to help us publish some working offers for the general American market. Will you do it?,WE WANT YOU TO HELP US PUBLISH SOME LEADING WORK OF LUTHERS FOR THE GENERAL AMERICAN MARKET WILL YOU DO IT,THEY WANT YOU TO HELP US PUBLISH SOME WORKING OFFERS FOR THE GENERAL AMERICAN MARKET WILL YOU DO IT,0.0,0.8095238095238095,0.8095238095238095,2.6003241539001465,1.226773977279663,0.2309200865551765
2830-3979-0001,0.5s,33,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0001_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0001_merged_inference.wav,THE CONDITION IS THAT I WILL BE PERMITTED TO MAKE LUTHER TALK AMERICAN STREAMLINE HIM SO TO SPEAK BECAUSE YOU WILL NEVER GET PEOPLE WHETHER IN OR OUTSIDE THE LUTHERAN CHURCH ACTUALLY TO READ LUTHER UNLESS WE MAKE HIM TALK AS HE WOULD TALK TODAY TO AMERICANS, the condition is that i will be permitted to make luther talk american streamline him so to speak because you will never get people whether in or outside the lutheran church actually to read luther unless we make him talk as he would talk to-day to americans," The condition is that I will be from make Luther talk American. Streamline him, so to speak. Because you will never get people, whether in or outside Lutheran church, actually to read Luther, and once we make him, all of you would talk today to Americans.",THE CONDITION IS THAT I WILL BE PERMITTED TO MAKE LUTHER TALK AMERICAN STREAMLINE HIM SO TO SPEAK BECAUSE YOU WILL NEVER GET PEOPLE WHETHER IN OR OUTSIDE THE LUTHERAN CHURCH ACTUALLY TO READ LUTHER UNLESS WE MAKE HIM TALK AS HE WOULD TALK TODAY TO AMERICANS,THE CONDITION IS THAT I WILL BE FROM MAKE LUTHER TALK AMERICAN STREAMLINE HIM SO TO SPEAK BECAUSE YOU WILL NEVER GET PEOPLE WHETHER IN OR OUTSIDE LUTHERAN CHURCH ACTUALLY TO READ LUTHER AND ONCE WE MAKE HIM ALL OF YOU WOULD TALK TODAY TO AMERICANS,0.0,0.6170212765957447,0.6170212765957447,2.3194992542266846,1.105477213859558,0.18377939415725897
2830-3979-0002,0.5s,9,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0002_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0002_merged_inference.wav,LET US BEGIN WITH THAT HIS COMMENTARY ON GALATIANS," Let us begin with that, his commentary on Galatians.", We'll begin with the commentary on Galatians.,LET US BEGIN WITH THAT HIS COMMENTARY ON GALATIANS,WELL BEGIN WITH THE COMMENTARY ON GALATIANS,0.0,1.0,1.0,2.701855421066284,1.0775110721588135,0.22199206022698756
2830-3979-0003,0.5s,17,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0003_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0003_merged_inference.wav,THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE," The undertaking, which seems so attractive when viewed as a literary task, proved a most difficult one, and at times became oppressive."," The undertaking, ultra-dive when viewed as a literary task, proved the most difficult one, and at times became oppressive.",THE UNDERTAKING WHICH SEEMS SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,THE UNDERTAKING ULTRADIVE WHEN VIEWED AS A LITERARY TASK PROVED THE MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,0.09090909090909091,1.0,0.9090909090909091,2.803314208984375,1.41547429561615,0.13778559238841706
2830-3979-0006,0.5s,10,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0006_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0006_merged_inference.wav,A WORD SHOULD NOW BE SAID ABOUT THE ORIGIN OF LUTHER'S COMMENTARY ON GALATIANS, A word should now be said about the origin of Luther's commentary on Galatians., A word should now be said about the origin of those commentary relations.,A WORD SHOULD NOW BE SAID ABOUT THE ORIGIN OF LUTHERS COMMENTARY ON GALATIANS,A WORD SHOULD NOW BE SAID ABOUT THE ORIGIN OF THOSE COMMENTARY RELATIONS,0.0,0.7857142857142857,0.7857142857142857,3.1461737155914307,1.1025230884552002,0.1661899446699618
2830-3979-0007,0.5s,30,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0007_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0007_merged_inference.wav,MUCH LATER WHEN A FRIEND OF HIS WAS PREPARING AN EDITION OF ALL HIS LATIN WORKS HE REMARKED TO HIS HOME CIRCLE IF I HAD MY WAY ABOUT IT THEY WOULD REPUBLISH ONLY THOSE OF MY BOOKS WHICH HAVE DOCTRINE MY GALATIANS FOR INSTANCE, much later when a friend of his was preparing an edition of all his latin works he remarked to his home circle if i had my way about it they would republish only those of my books which have doctrine my galatians for instance, much later on a friend of his was preparing an edition of all his latin works he remarked to his whole circle if i had my way about it they would republish only those of my books which have doctrine the galatians for instance,MUCH LATER WHEN A FRIEND OF HIS WAS PREPARING AN EDITION OF ALL HIS LATIN WORKS HE REMARKED TO HIS HOME CIRCLE IF I HAD MY WAY ABOUT IT THEY WOULD REPUBLISH ONLY THOSE OF MY BOOKS WHICH HAVE DOCTRINE MY GALATIANS FOR INSTANCE,MUCH LATER ON A FRIEND OF HIS WAS PREPARING AN EDITION OF ALL HIS LATIN WORKS HE REMARKED TO HIS WHOLE CIRCLE IF I HAD MY WAY ABOUT IT THEY WOULD REPUBLISH ONLY THOSE OF MY BOOKS WHICH HAVE DOCTRINE THE GALATIANS FOR INSTANCE,0.0,0.18181818181818182,0.18181818181818182,2.630840301513672,1.510949730873108,0.18294349030456025
2830-3979-0008,0.5s,19,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0008_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0008_merged_inference.wav,IN OTHER WORDS THESE THREE MEN TOOK DOWN THE LECTURES WHICH LUTHER ADDRESSED TO HIS STUDENTS IN THE COURSE OF GALATIANS AND ROERER PREPARED THE MANUSCRIPT FOR THE PRINTER," In other words, these three men took down the lectures which Luther addressed to his students in the course of Galatians, and Rohrer prepared the manuscript for the printer."," In other words, the guardian took down a lecture which Leo addressed to his students in the course of the Galatians, and Laura prepared the manuscript for the printer.",IN OTHER WORDS THESE THREE MEN TOOK DOWN THE LECTURES WHICH LUTHER ADDRESSED TO HIS STUDENTS IN THE COURSE OF GALATIANS AND ROHRER PREPARED THE MANUSCRIPT FOR THE PRINTER,IN OTHER WORDS THE GUARDIAN TOOK DOWN A LECTURE WHICH LEO ADDRESSED TO HIS STUDENTS IN THE COURSE OF THE GALATIANS AND LAURA PREPARED THE MANUSCRIPT FOR THE PRINTER,0.034482758620689655,0.9310344827586207,0.896551724137931,2.104172706604004,1.264762043952942,0.15989815755489534
2830-3979-0009,0.5s,17,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0009_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0009_merged_inference.wav,IT PRESENTS LIKE NO OTHER OF LUTHER'S WRITINGS THE CENTRAL THOUGHT OF CHRISTIANITY THE JUSTIFICATION OF THE SINNER FOR THE SAKE OF CHRIST'S MERITS ALONE," It presents, like no other of Luther's writings, the central thought of Christianity, the justification of the sinner for the sake of Christ's merits alone."," It presumes he had no idea of Luther's wording was such a fault of Christianity, the justification for the sake of Christ's merit alone.",IT PRESENTS LIKE NO OTHER OF LUTHERS WRITINGS THE CENTRAL THOUGHT OF CHRISTIANITY THE JUSTIFICATION OF THE SINNER FOR THE SAKE OF CHRISTS MERITS ALONE,IT PRESUMES HE HAD NO IDEA OF LUTHERS WORDING WAS SUCH A FAULT OF CHRISTIANITY THE JUSTIFICATION FOR THE SAKE OF CHRISTS MERIT ALONE,0.0,1.0,1.0,2.569830894470215,1.0804071426391602,0.16312802370415266
2830-3979-0010,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0010_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0010_merged_inference.wav,BUT THE ESSENCE OF LUTHER'S LECTURES IS THERE, But the essence of Luther's lectures is there., But the essence of both those lectures is there.,BUT THE ESSENCE OF LUTHERS LECTURES IS THERE,BUT THE ESSENCE OF BOTH THOSE LECTURES IS THERE,0.0,0.875,0.875,2.798065662384033,1.0731474161148071,0.14959510455494016
2830-3979-0011,0.5s,19,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0011_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0011_merged_inference.wav,THE LORD WHO HAS GIVEN US POWER TO TEACH AND TO HEAR LET HIM ALSO GIVE US THE POWER TO SERVE AND TO DO LUKE TWO, Luke 2," the Lord was given us power to tarnish and shear, but he also gave us power to serve and to do. Live to live.",LUKE 2,THE LORD WAS GIVEN US POWER TO TARNISH AND SHEAR BUT HE ALSO GAVE US POWER TO SERVE AND TO DO LIVE TO LIVE,1.0,1.0,0.0,2.7217373847961426,1.2590469121932983,0.15975834946375295
2830-3979-0012,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3979-0012_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3979-0012_merged_inference.wav,THE WORD OF OUR GOD SHALL STAND FOREVER, The word of our God shall stand forever., The word of our God shall stand forever.,THE WORD OF OUR GOD SHALL STAND FOREVER,THE WORD OF OUR GOD SHALL STAND FOREVER,0.0,0.0,0.0,2.5769567489624023,1.1840115785598755,0.19591589612036084
2830-3980-0000,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3980-0000_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3980-0000_merged_inference.wav,IN EVERY WAY THEY SOUGHT TO UNDERMINE THE AUTHORITY OF SAINT PAUL, In every way they sought to undermine the authority of St. Paul., him. In every way they sought to undermine the authority of St. Paul.,IN EVERY WAY THEY SOUGHT TO UNDERMINE THE AUTHORITY OF ST PAUL,HIM IN EVERY WAY THEY SOUGHT TO UNDERMINE THE AUTHORITY OF ST PAUL,0.25,0.5833333333333334,0.33333333333333337,3.2088725566864014,1.106512188911438,0.0727605989068201
2830-3980-0001,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/2830-3980-0001_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/2830-3980-0001_merged_inference.wav,THEY SAID TO THE GALATIANS YOU HAVE NO RIGHT TO THINK HIGHLY OF PAUL," They said to the Galatians, You have no right to think highly of Paul."," But he said to the Galatians, You have no right to think highly of God.",THEY SAID TO THE GALATIANS YOU HAVE NO RIGHT TO THINK HIGHLY OF PAUL,BUT HE SAID TO THE GALATIANS YOU HAVE NO RIGHT TO THINK HIGHLY OF GOD,0.0,0.5714285714285714,0.5714285714285714,2.8373451232910156,1.0831999778747559,0.14629536213906974
