file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_18860346,2.0s,2,,,开会时有完整的会议资料,,,,,,,,,,
common_voice_zh-TW_18860360,2.0s,2,,,各位先进、各位委员,,,,,,,,,,
common_voice_zh-TW_18860361,2.0s,2,,,只是略尽棉薄之力,,,,,,,,,,
common_voice_zh-TW_18882634,2.0s,2,,,有责任先决定目标,,,,,,,,,,
common_voice_zh-TW_18882637,2.0s,3,,,已缴纳机车强制险,,,,,,,,,,
common_voice_zh-TW_18882699,2.0s,3,,,能通过的议题先予以通过,,,,,,,,,,
common_voice_zh-TW_18882730,2.0s,2,,,进行总质询,,,,,,,,,,
common_voice_zh-TW_18882741,2.0s,2,,,你又买了啥？,,,,,,,,,,
common_voice_zh-TW_18882774,2.0s,2,,,审查核准,,,,,,,,,,
common_voice_zh-TW_18882777,2.0s,3,,,应配合敝公司执行,,,,,,,,,,
common_voice_zh-TW_18882782,2.0s,2,,,上传可以暂停吗？,,,,,,,,,,
common_voice_zh-TW_18882793,2.0s,3,,,所花费的时间也降低到过去的十分之一,,,,,,,,,,
common_voice_zh-TW_18882796,2.0s,2,,,根本是你食量大,,,,,,,,,,
common_voice_zh-TW_18882803,2.0s,2,,,宜兰市施行细则,,,,,,,,,,
common_voice_zh-TW_18882822,2.0s,3,,,让危险不发生才是平安,,,,,,,,,,
common_voice_zh-TW_18882825,2.0s,3,,,维护人格健全发展与人性尊严,,,,,,,,,,
common_voice_zh-TW_18882857,2.0s,2,,,上次买的牛奶快喝完了,,,,,,,,,,
common_voice_zh-TW_18882859,2.0s,2,,,变更士林区天母地目,,,,,,,,,,
common_voice_zh-TW_18882872,2.0s,2,,,我们应该发挥我们的优势,,,,,,,,,,
common_voice_zh-TW_18930384,2.0s,2,,,请研考会提出新方案,,,,,,,,,,
common_voice_zh-TW_18935356,2.0s,3,,,政府之决策执行自有一套,,,,,,,,,,
common_voice_zh-TW_18941418,2.0s,2,,,基地邻近古迹「紫藤庐」,,,,,,,,,,
common_voice_zh-TW_18941445,2.0s,2,,,我要给你一个任务,,,,,,,,,,
common_voice_zh-TW_18959178,2.0s,2,,,换发开业证书,,,,,,,,,,
common_voice_zh-TW_18959244,2.0s,3,,,官方包括政府及民意机关,,,,,,,,,,
common_voice_zh-TW_18963045,2.0s,3,,,新闻局是最重要的舆情反映机关,,,,,,,,,,
common_voice_zh-TW_18982692,2.0s,3,,,首先报告场所的寻觅过程,,,,,,,,,,
common_voice_zh-TW_18982693,2.0s,3,,,阳台可见海，风景很不错,,,,,,,,,,
common_voice_zh-TW_18998194,2.0s,2,,,所以我们必须走在前面,,,,,,,,,,
common_voice_zh-TW_18998216,2.0s,2,,,台北火车站大厅,,,,,,,,,,
common_voice_zh-TW_18998220,2.0s,4,,,无分男女、宗教、种族、阶级、党派,,,,,,,,,,
common_voice_zh-TW_18998230,2.0s,2,,,请用适当的设计,,,,,,,,,,
common_voice_zh-TW_18998261,2.0s,2,,,所有或管理机关,,,,,,,,,,
common_voice_zh-TW_18998286,2.0s,2,,,让你现出原形！,,,,,,,,,,
common_voice_zh-TW_18998288,2.0s,3,,,前一刻我们还在交接,,,,,,,,,,
common_voice_zh-TW_18998294,2.0s,3,,,并免收装机费及基本频道收视费,,,,,,,,,,
common_voice_zh-TW_18998342,2.0s,2,,,只要做出成绩,,,,,,,,,,
common_voice_zh-TW_18998357,2.0s,2,,,承恩生日快乐！,,,,,,,,,,
common_voice_zh-TW_18998402,2.0s,2,,,将再积极交涉,,,,,,,,,,
common_voice_zh-TW_18998407,2.0s,2,,,今天可直接进入议题的讨论,,,,,,,,,,
common_voice_zh-TW_18998454,2.0s,2,,,收费方式及适用对象,,,,,,,,,,
common_voice_zh-TW_18998455,2.0s,2,,,中山路一段一百六十号,,,,,,,,,,
common_voice_zh-TW_18998461,2.0s,2,,,还可以在适当时机提出,,,,,,,,,,
common_voice_zh-TW_18998463,2.0s,2,,,这点可否于公文中说明,,,,,,,,,,
common_voice_zh-TW_18998490,2.0s,2,,,如仅是整理可能无法沟通,,,,,,,,,,
common_voice_zh-TW_18998492,2.0s,2,,,如有结论亦请提出研究,,,,,,,,,,
common_voice_zh-TW_18999574,2.0s,3,,,调阅内容符合政府资讯公开法,,,,,,,,,,
common_voice_zh-TW_19067770,2.0s,2,,,共同成为稳定社会之磐石,,,,,,,,,,
common_voice_zh-TW_19067774,2.0s,2,,,性别认同不是出于意识选择,,,,,,,,,,
common_voice_zh-TW_19227141,2.0s,2,,,会让人置身事外,,,,,,,,,,
common_voice_zh-TW_19227236,2.0s,2,,,是不是也可以拿来抄,,,,,,,,,,
common_voice_zh-TW_19227247,2.0s,2,,,请到登记处进行登记,,,,,,,,,,
common_voice_zh-TW_19227248,2.0s,2,,,若能参加相对论之旅,,,,,,,,,,
common_voice_zh-TW_19227258,2.0s,2,,,依现行人民团体法规定,,,,,,,,,,
common_voice_zh-TW_19227278,2.0s,2,,,再请各位表达意见,,,,,,,,,,
common_voice_zh-TW_19227279,2.0s,2,,,除了托育、托幼以外,,,,,,,,,,
common_voice_zh-TW_19228069,2.0s,2,,,来筹划各方面的作业,,,,,,,,,,
common_voice_zh-TW_19228086,2.0s,2,,,星聚点的热炒自助吧还不错,,,,,,,,,,
common_voice_zh-TW_19228100,2.0s,2,,,凝聚力量让大家配合完成,,,,,,,,,,
common_voice_zh-TW_19228204,2.0s,2,,,较私地为低,,,,,,,,,,
common_voice_zh-TW_19228217,2.0s,3,,,从山坡上轻轻地爬下来了,,,,,,,,,,
common_voice_zh-TW_19228226,2.0s,2,,,新北市并非主要养鸟县市,,,,,,,,,,
common_voice_zh-TW_19231645,2.0s,3,,,与审理案件不同,,,,,,,,,,
common_voice_zh-TW_19231646,2.0s,3,,,与桃园市民一起打拼,,,,,,,,,,
common_voice_zh-TW_19231648,2.0s,3,,,我们现在并不偏向这方面,,,,,,,,,,
common_voice_zh-TW_19231650,2.0s,3,,,举行适当之公听会,,,,,,,,,,
common_voice_zh-TW_19231651,2.0s,2,,,她还养了一只猫,,,,,,,,,,
common_voice_zh-TW_19231658,2.0s,3,,,现在不是正在推动电脑化？,,,,,,,,,,
common_voice_zh-TW_19231661,2.0s,2,,,看起来很有质感,,,,,,,,,,
common_voice_zh-TW_19231664,2.0s,3,,,你是英文系的，可以帮我翻译一下吗？,,,,,,,,,,
common_voice_zh-TW_19231666,2.0s,2,,,因为都属于大家,,,,,,,,,,
common_voice_zh-TW_19231673,2.0s,3,,,与地主做良性的沟通,,,,,,,,,,
common_voice_zh-TW_19231674,2.0s,2,,,光兴市民活动中心,,,,,,,,,,
common_voice_zh-TW_19231688,2.0s,3,,,整理过的文字档在我的目录有,,,,,,,,,,
common_voice_zh-TW_19231689,2.0s,3,,,今天我们开全国司法改革筹备会,,,,,,,,,,
common_voice_zh-TW_19231691,2.0s,2,,,都更为何无法通过,,,,,,,,,,
common_voice_zh-TW_19231695,2.0s,3,,,申请地籍图誊本,,,,,,,,,,
common_voice_zh-TW_19231697,2.0s,2,,,邻近也有航空机场,,,,,,,,,,
common_voice_zh-TW_19231703,2.0s,2,,,也希望大家一起思考,,,,,,,,,,
common_voice_zh-TW_19231709,2.0s,2,,,众望所归的编码器,,,,,,,,,,
common_voice_zh-TW_19231735,2.0s,2,,,收据留著，可以补件,,,,,,,,,,
common_voice_zh-TW_19231756,2.0s,3,,,使非专业性人士能立即进入状况,,,,,,,,,,
common_voice_zh-TW_19234042,2.0s,2,,,其实我们认为很专业的东西,,,,,,,,,,
common_voice_zh-TW_19234530,2.0s,2,,,提升自制节目品质,,,,,,,,,,
common_voice_zh-TW_19234883,2.0s,3,,,为什么你选择在你承受莫大压力的时候,,,,,,,,,,
common_voice_zh-TW_19239215,2.0s,3,,,如何让传统的机器,,,,,,,,,,
common_voice_zh-TW_19239229,2.0s,2,,,无论是奉子成婚,,,,,,,,,,
common_voice_zh-TW_19239230,2.0s,3,,,如何一秒惹怒设计师,,,,,,,,,,
common_voice_zh-TW_19239231,2.0s,2,,,味噌、酱油这三种风味,,,,,,,,,,
common_voice_zh-TW_19239247,2.0s,3,,,如何使用直播软体行销产品,,,,,,,,,,
common_voice_zh-TW_19239250,2.0s,2,,,杜先生，你先上来楼上,,,,,,,,,,
common_voice_zh-TW_19243438,2.0s,2,,,今天突然没什么梗,,,,,,,,,,
common_voice_zh-TW_19243444,2.0s,2,,,并投入讨论,,,,,,,,,,
common_voice_zh-TW_19243455,2.0s,2,,,先承认你就是没有人,,,,,,,,,,
common_voice_zh-TW_19243458,2.0s,2,,,看到一台快译通翻译机,,,,,,,,,,
common_voice_zh-TW_19243515,2.0s,2,,,听起来很血汗,,,,,,,,,,
common_voice_zh-TW_19243517,2.0s,2,,,这个专案便是政府的雏形,,,,,,,,,,
common_voice_zh-TW_19243524,2.0s,2,,,什么叫木马屠城,,,,,,,,,,
common_voice_zh-TW_19243525,2.0s,2,,,飞狼那架直升机很厉害,,,,,,,,,,
common_voice_zh-TW_19243526,2.0s,2,,,委员会提出来,,,,,,,,,,
common_voice_zh-TW_19243527,2.0s,2,,,比较容易借的刻板印象,,,,,,,,,,
common_voice_zh-TW_19243532,2.0s,3,,,这套运用开放源码写成的系统,,,,,,,,,,
common_voice_zh-TW_19243535,2.0s,2,,,因为是塑胶的人工皮,,,,,,,,,,
common_voice_zh-TW_19243536,2.0s,2,,,才能够完成、超越自己,,,,,,,,,,
common_voice_zh-TW_19244080,2.0s,2,,,不只降低了民主的门槛,,,,,,,,,,
common_voice_zh-TW_19251372,2.0s,2,,,探讨性别刻板印象,,,,,,,,,,
common_voice_zh-TW_19251431,2.0s,2,,,推荐这个做法给其他人,,,,,,,,,,
common_voice_zh-TW_19251433,2.0s,2,,,这样政府机关可以防止贪污,,,,,,,,,,
common_voice_zh-TW_19251434,2.0s,2,,,筹备委员与副主席当然出席,,,,,,,,,,
common_voice_zh-TW_19261073,2.0s,3,,,我们应该要协助他们专业的嘴砲,,,,,,,,,,
common_voice_zh-TW_19275145,2.0s,3,,,是纺织业界的认证指标,,,,,,,,,,
common_voice_zh-TW_19298481,2.0s,2,,,请私讯我唷,,,,,,,,,,
common_voice_zh-TW_19298651,2.0s,3,,,不确定有没有更适合的地方放,,,,,,,,,,
common_voice_zh-TW_19298695,2.0s,2,,,例如分配的二个名额,,,,,,,,,,
common_voice_zh-TW_19298888,2.0s,2,,,行政院的目标之一,,,,,,,,,,
common_voice_zh-TW_19298916,2.0s,2,,,新型态的民主模式,,,,,,,,,,
common_voice_zh-TW_19298972,2.0s,2,,,经历多次讨论后,,,,,,,,,,
common_voice_zh-TW_19299003,2.0s,2,,,苹果执行长是提姆库克,,,,,,,,,,
common_voice_zh-TW_19305249,2.0s,3,,,我就不班门弄斧了,,,,,,,,,,
common_voice_zh-TW_19305253,2.0s,2,,,好野人才有办法消费,,,,,,,,,,
common_voice_zh-TW_19305589,2.0s,3,,,为什么还要一直问呢？,,,,,,,,,,
common_voice_zh-TW_19305612,2.0s,2,,,看来假新闻是编剧的,,,,,,,,,,
common_voice_zh-TW_19305614,2.0s,2,,,凝聚出属于自己的在地愿景,,,,,,,,,,
common_voice_zh-TW_19305652,2.0s,3,,,例如智慧电表或者天然气管线,,,,,,,,,,
common_voice_zh-TW_19305734,2.0s,3,,,只是既得利益者是谁,,,,,,,,,,
common_voice_zh-TW_19305830,2.0s,3,,,软体设定的折扣金额,,,,,,,,,,
common_voice_zh-TW_19305934,2.0s,2,,,其实除了现有的几大党,,,,,,,,,,
common_voice_zh-TW_19305960,2.0s,2,,,也就是以此类推,,,,,,,,,,
common_voice_zh-TW_19306048,2.0s,2,,,目的是打造安全空间,,,,,,,,,,
common_voice_zh-TW_19306187,2.0s,3,,,有关此部分一并提出报告,,,,,,,,,,
common_voice_zh-TW_19306248,2.0s,2,,,台水不是资本主义逻辑,,,,,,,,,,
common_voice_zh-TW_19309034,2.0s,2,,,还是会需要口语化一点的,,,,,,,,,,
common_voice_zh-TW_19309124,2.0s,3,,,中华电信澄清过啰,,,,,,,,,,
common_voice_zh-TW_19309274,2.0s,2,,,看来中午才会起床的这件事情,,,,,,,,,,
common_voice_zh-TW_19309297,2.0s,3,,,并且配合经营者的利益,,,,,,,,,,
common_voice_zh-TW_19309344,2.0s,2,,,可是发票我都存手机条码载具,,,,,,,,,,
common_voice_zh-TW_19309728,2.0s,2,,,我的战斗力是五十三万,,,,,,,,,,
common_voice_zh-TW_19309734,2.0s,3,,,这么想想又觉得台湾更悲哀了,,,,,,,,,,
common_voice_zh-TW_19309743,2.0s,2,,,要如何控制内容,,,,,,,,,,
common_voice_zh-TW_19313185,2.0s,2,,,然后别吃多,,,,,,,,,,
common_voice_zh-TW_19313193,2.0s,3,,,需全院相关同仁投入,,,,,,,,,,
common_voice_zh-TW_19313202,2.0s,3,,,但同样一份教材,,,,,,,,,,
common_voice_zh-TW_19313205,2.0s,3,,,还蛮厉害的,,,,,,,,,,
common_voice_zh-TW_19313209,2.0s,2,,,完全相反！,,,,,,,,,,
common_voice_zh-TW_19313211,2.0s,2,,,天刚亮,,,,,,,,,,
common_voice_zh-TW_19313217,2.0s,2,,,易死会体质,,,,,,,,,,
common_voice_zh-TW_19313250,2.0s,2,,,这是最重要的事情,,,,,,,,,,
common_voice_zh-TW_19313294,2.0s,2,,,利用身体上下矲动,,,,,,,,,,
common_voice_zh-TW_19313318,2.0s,3,,,透过利害关系人邀集和协作,,,,,,,,,,
common_voice_zh-TW_19313322,2.0s,4,,,这个计划透过群众参与，来改善现有的语音辨识系统,,,,,,,,,,
common_voice_zh-TW_19313350,2.0s,3,,,也别忘了听听别人录的,,,,,,,,,,
common_voice_zh-TW_19313364,2.0s,2,,,我是一只鹤,,,,,,,,,,
common_voice_zh-TW_19313399,2.0s,2,,,有些是描述黑死病之类的,,,,,,,,,,
common_voice_zh-TW_19313424,2.0s,3,,,圆周率是三点一四一五九二六,,,,,,,,,,
common_voice_zh-TW_19313449,2.0s,2,,,工会有稍稍起作用,,,,,,,,,,
common_voice_zh-TW_19313464,2.0s,3,,,应该不是会直接释出废话大全,,,,,,,,,,
common_voice_zh-TW_19313471,2.0s,4,,,可不可以都别出门,,,,,,,,,,
common_voice_zh-TW_19313483,2.0s,3,,,关于曹雪芹生平及其家族的专书,,,,,,,,,,
common_voice_zh-TW_19313498,2.0s,3,,,当我在平台上提出这个点子以后,,,,,,,,,,
common_voice_zh-TW_19313728,2.0s,2,,,一起加入讨论,,,,,,,,,,
common_voice_zh-TW_19313762,2.0s,2,,,用鲜奶会叫鲜奶红茶,,,,,,,,,,
common_voice_zh-TW_19313766,2.0s,2,,,捷克布拉格,,,,,,,,,,
common_voice_zh-TW_19313767,2.0s,2,,,上班好同事，下班不认识,,,,,,,,,,
common_voice_zh-TW_19313769,2.0s,2,,,蛋熟了就能关火,,,,,,,,,,
common_voice_zh-TW_19313771,2.0s,4,,,八零年代的电视影集《飞狼》男主角过世了,,,,,,,,,,
common_voice_zh-TW_19313781,2.0s,2,,,现在要达到如何程度,,,,,,,,,,
common_voice_zh-TW_19313798,2.0s,2,,,其他需要持续贡献的专案,,,,,,,,,,
common_voice_zh-TW_19313809,2.0s,2,,,丢了好几次被要求修正,,,,,,,,,,
common_voice_zh-TW_19314884,2.0s,3,,,是分开的三件事,,,,,,,,,,
common_voice_zh-TW_19314943,2.0s,3,,,说干话是正常能量释放,,,,,,,,,,
common_voice_zh-TW_19314950,2.0s,2,,,归纳出试办规则,,,,,,,,,,
common_voice_zh-TW_19314953,2.0s,3,,,台水公司现有八十位师傅,,,,,,,,,,
common_voice_zh-TW_19314986,2.0s,3,,,科学是发明可用器物的一门学问,,,,,,,,,,
common_voice_zh-TW_19314997,2.0s,3,,,不应有感情色彩和私人成分,,,,,,,,,,
common_voice_zh-TW_19315042,2.0s,3,,,撒奇莱雅语、噶玛兰语,,,,,,,,,,
common_voice_zh-TW_19315045,2.0s,3,,,例如说人力达到一点五倍之前,,,,,,,,,,
common_voice_zh-TW_19315064,2.0s,2,,,叫你妈妈带你去买玩具啊,,,,,,,,,,
common_voice_zh-TW_19320337,2.0s,3,,,需要回避多数同学上厕所的时间,,,,,,,,,,
common_voice_zh-TW_19322731,2.0s,2,,,个人认为每次讨论制度的问题时,,,,,,,,,,
common_voice_zh-TW_19322767,2.0s,2,,,再将新的章程报请内政部核备,,,,,,,,,,
common_voice_zh-TW_19323789,2.0s,3,,,这么操作广告收入是提升的,,,,,,,,,,
common_voice_zh-TW_19323812,2.0s,3,,,其中资深者已有三十年的经验,,,,,,,,,,
common_voice_zh-TW_19323833,2.0s,3,,,还是偏向厅长担任,,,,,,,,,,
common_voice_zh-TW_19323858,2.0s,3,,,只是徒步的距离通常会被骗,,,,,,,,,,
common_voice_zh-TW_19324027,2.0s,3,,,自然能引发参与意愿,,,,,,,,,,
common_voice_zh-TW_19324068,2.0s,3,,,彼此一起花心力经营关系,,,,,,,,,,
common_voice_zh-TW_19324102,2.0s,3,,,公文书太饶舌,,,,,,,,,,
common_voice_zh-TW_19324288,2.0s,3,,,男生女生做朋友的性别关系话题,,,,,,,,,,
common_voice_zh-TW_19324308,2.0s,3,,,我们也已经准备九大议题及数个子题,,,,,,,,,,
common_voice_zh-TW_19324323,2.0s,2,,,去年都销售一空,,,,,,,,,,
common_voice_zh-TW_19324340,2.0s,2,,,是会在哪里释出呢?,,,,,,,,,,
common_voice_zh-TW_19324341,2.0s,3,,,留下来的就会遵照企业的新目标,,,,,,,,,,
common_voice_zh-TW_19324343,2.0s,2,,,自造者还活著,,,,,,,,,,
common_voice_zh-TW_19324353,2.0s,3,,,主张应站在人民的立场思考,,,,,,,,,,
common_voice_zh-TW_19324360,2.0s,3,,,要求中天电视台更正错误报导内容,,,,,,,,,,
common_voice_zh-TW_19324368,2.0s,2,,,也并未证实为同性恋者,,,,,,,,,,
common_voice_zh-TW_19324372,2.0s,3,,,这些平台操纵风向与舆论,,,,,,,,,,
common_voice_zh-TW_19324379,2.0s,2,,,孩子们就更有机会,,,,,,,,,,
common_voice_zh-TW_19324382,2.0s,3,,,之后会定期透过语音更新资讯,,,,,,,,,,
common_voice_zh-TW_19324391,2.0s,3,,,都对台湾的政治生态与社会氛围,,,,,,,,,,
common_voice_zh-TW_19324397,2.0s,3,,,就是看时钟喝药水就好了,,,,,,,,,,
common_voice_zh-TW_19324399,2.0s,2,,,放著卖保险套的促销纸箱,,,,,,,,,,
common_voice_zh-TW_19324404,2.0s,2,,,从采集过程到档案,,,,,,,,,,
common_voice_zh-TW_19324408,2.0s,2,,,语音辨识需要大量的语音资料,,,,,,,,,,
common_voice_zh-TW_19336397,2.0s,3,,,淋雨直播骂政府,,,,,,,,,,
common_voice_zh-TW_19336409,2.0s,3,,,现在将镜头还给棚内主播,,,,,,,,,,
common_voice_zh-TW_19336410,2.0s,3,,,居然这样公开的教育下一代,,,,,,,,,,
common_voice_zh-TW_19336416,2.0s,3,,,前副馆长、现任馆长,,,,,,,,,,
common_voice_zh-TW_19336417,2.0s,2,,,在网路发明前,,,,,,,,,,
common_voice_zh-TW_19336419,2.0s,3,,,现在不如先决定比例的问题,,,,,,,,,,
common_voice_zh-TW_19336425,2.0s,2,,,会议场所,,,,,,,,,,
common_voice_zh-TW_19336436,2.0s,3,,,表示若平等受到保障,,,,,,,,,,
common_voice_zh-TW_19336445,2.0s,3,,,这个频道以后录的东西都会释出,,,,,,,,,,
common_voice_zh-TW_19341408,2.0s,2,,,掠夺者认为应该的,,,,,,,,,,
common_voice_zh-TW_19341420,2.0s,3,,,是语言复育的必经之路,,,,,,,,,,
common_voice_zh-TW_19350740,2.0s,2,,,乃至于「异性恋霸权」,,,,,,,,,,
common_voice_zh-TW_19352365,2.0s,2,,,人工智慧程式写出来的文章,,,,,,,,,,
common_voice_zh-TW_19352386,2.0s,3,,,这样人民真的都当白痴吗？,,,,,,,,,,
common_voice_zh-TW_19354254,2.0s,2,,,要感谢文化部长郑丽君的协助,,,,,,,,,,
common_voice_zh-TW_19368205,2.0s,3,,,把老师傅的智慧纳入,,,,,,,,,,
common_voice_zh-TW_19368206,2.0s,2,,,那一种类型,,,,,,,,,,
common_voice_zh-TW_19384775,2.0s,2,,,卡那卡那富语,,,,,,,,,,
common_voice_zh-TW_19384799,2.0s,3,,,仍可再要求学校厘清,,,,,,,,,,
common_voice_zh-TW_19384818,2.0s,2,,,一起查证谣言,,,,,,,,,,
common_voice_zh-TW_19384860,2.0s,2,,,面对任何科技平台,,,,,,,,,,
common_voice_zh-TW_19384891,2.0s,4,,,让播音设备也可升级变成有蓝芽功能,,,,,,,,,,
common_voice_zh-TW_19384901,2.0s,2,,,当前似乎理所当然,,,,,,,,,,
common_voice_zh-TW_19384914,2.0s,2,,,发芽了要丢掉,,,,,,,,,,
common_voice_zh-TW_19392910,2.0s,2,,,每个人都可以自己印一件,,,,,,,,,,
common_voice_zh-TW_19392974,2.0s,2,,,这家社会企业开发的计划,,,,,,,,,,
common_voice_zh-TW_19393024,2.0s,3,,,结果一堆人跑出来讲做菜经,,,,,,,,,,
common_voice_zh-TW_19393036,2.0s,2,,,跳坑主持，我来计时,,,,,,,,,,
common_voice_zh-TW_19393037,2.0s,2,,,究竟是正视还是鼓吹,,,,,,,,,,
common_voice_zh-TW_19393047,2.0s,2,,,他们八十个人一个个下去,,,,,,,,,,
common_voice_zh-TW_19393054,2.0s,3,,,你学设计，可以帮我随便做一个吗？,,,,,,,,,,
common_voice_zh-TW_19393100,2.0s,2,,,装死的苟延惨喘著,,,,,,,,,,
common_voice_zh-TW_19393110,2.0s,2,,,甚至进一步运用与改作,,,,,,,,,,
common_voice_zh-TW_19393125,2.0s,3,,,喔喔原来是政府的新闻稿才行,,,,,,,,,,
common_voice_zh-TW_19393163,2.0s,2,,,现在已经知道是错误的啰,,,,,,,,,,
common_voice_zh-TW_19393188,2.0s,2,,,肯德基的本业是卖蛋塔的,,,,,,,,,,
common_voice_zh-TW_19393202,2.0s,2,,,呛了一声乡民都没见过世面,,,,,,,,,,
common_voice_zh-TW_19393211,2.0s,2,,,把人员的身心都照顾好,,,,,,,,,,
common_voice_zh-TW_19393415,2.0s,2,,,做法是夹杂在中文句子中,,,,,,,,,,
common_voice_zh-TW_19393462,2.0s,2,,,大公司果然眼光都不一样啊！,,,,,,,,,,
common_voice_zh-TW_19393505,2.0s,2,,,在两性圆舞曲章节,,,,,,,,,,
common_voice_zh-TW_19393648,2.0s,3,,,是不是叫做「咖啡牛奶」比较容易理解,,,,,,,,,,
common_voice_zh-TW_19393738,2.0s,2,,,就是名符其实的剥皮酒店了,,,,,,,,,,
common_voice_zh-TW_19393828,2.0s,2,,,还参加过全国运动会说,,,,,,,,,,
common_voice_zh-TW_19404470,2.0s,2,,,爱不只是激情,,,,,,,,,,
common_voice_zh-TW_19419500,2.0s,3,,,为什么支持者会认为不当教材并无不妥呢？,,,,,,,,,,
common_voice_zh-TW_19419729,2.0s,3,,,老了还想要有朋友一起彼此相伴,,,,,,,,,,
common_voice_zh-TW_19419786,2.0s,2,,,随著经营目标改变,,,,,,,,,,
common_voice_zh-TW_19419796,2.0s,3,,,有明确的机制来规范其维运,,,,,,,,,,
common_voice_zh-TW_19419800,2.0s,2,,,推特这个到底是发生了什么事,,,,,,,,,,
common_voice_zh-TW_19419857,2.0s,2,,,画一堆人跟画一堆圈圈,,,,,,,,,,
common_voice_zh-TW_19423391,2.0s,2,,,有人把汤匙忘在会议室里吗？,,,,,,,,,,
common_voice_zh-TW_19423393,2.0s,2,,,就是用奶精调制的,,,,,,,,,,
common_voice_zh-TW_19423462,2.0s,2,,,最重要的是坚守中立,,,,,,,,,,
common_voice_zh-TW_19423474,2.0s,2,,,似乎没有特别强调使用鲜奶,,,,,,,,,,
common_voice_zh-TW_19423496,2.0s,2,,,希望来的是能够作决定的人,,,,,,,,,,
common_voice_zh-TW_19423531,2.0s,2,,,讲述客观事实的新闻,,,,,,,,,,
common_voice_zh-TW_19424342,2.0s,3,,,总统府前副秘书长姚人多,,,,,,,,,,
common_voice_zh-TW_19424359,2.0s,3,,,并且有意识地去改善一段关系,,,,,,,,,,
common_voice_zh-TW_19424374,2.0s,2,,,遇到英文就尽量打成中文,,,,,,,,,,
common_voice_zh-TW_19424376,2.0s,2,,,然后买也是维力出的蒸煮面,,,,,,,,,,
common_voice_zh-TW_19431409,2.0s,2,,,又让人的价值找到新的定位,,,,,,,,,,
common_voice_zh-TW_19431410,2.0s,2,,,但是如果接一个蓝芽音箱的话,,,,,,,,,,
common_voice_zh-TW_19433609,2.0s,2,,,你压力真的很大,,,,,,,,,,
common_voice_zh-TW_19458751,2.0s,2,,,仰望星空,,,,,,,,,,
common_voice_zh-TW_19458755,2.0s,3,,,决定以积极行动回应,,,,,,,,,,
common_voice_zh-TW_19485265,2.0s,2,,,大家都以为自己才是对的,,,,,,,,,,
common_voice_zh-TW_19485273,2.0s,2,,,这一百万花不完，今晚不准回家,,,,,,,,,,
common_voice_zh-TW_19485275,2.0s,2,,,更蕴含极高的商业价值,,,,,,,,,,
common_voice_zh-TW_19485281,2.0s,2,,,因为许多人都病了没药医,,,,,,,,,,
common_voice_zh-TW_19485297,2.0s,2,,,我相信这会成为未来的示范,,,,,,,,,,
common_voice_zh-TW_19485300,2.0s,3,,,集中力量，以维持国际和平及安全,,,,,,,,,,
common_voice_zh-TW_19485305,2.0s,2,,,坚持理念，逐渐站稳脚步,,,,,,,,,,
common_voice_zh-TW_19485322,2.0s,2,,,指定建筑线之现有巷道,,,,,,,,,,
common_voice_zh-TW_19485323,2.0s,2,,,看到很废的文章的时候,,,,,,,,,,
common_voice_zh-TW_19485360,2.0s,2,,,但绝对要有让人发表意见的机会,,,,,,,,,,
common_voice_zh-TW_19542319,2.0s,2,,,恶的循环就此展开,,,,,,,,,,
common_voice_zh-TW_19581336,2.0s,2,,,可能我们的许多产业,,,,,,,,,,
common_voice_zh-TW_19583149,2.0s,3,,,并设立国际组织,,,,,,,,,,
common_voice_zh-TW_19583202,2.0s,3,,,不要动，再动我不保证会发生什么,,,,,,,,,,
common_voice_zh-TW_19583203,2.0s,2,,,卡得呱呱叫,,,,,,,,,,
common_voice_zh-TW_19583557,2.0s,2,,,以视觉化的方式,,,,,,,,,,
common_voice_zh-TW_19583562,2.0s,3,,,反正，爱，我是肯定给不了的,,,,,,,,,,
common_voice_zh-TW_19583580,2.0s,3,,,而他们签约契作，指导技术,,,,,,,,,,
common_voice_zh-TW_19583581,2.0s,3,,,漏洞百出的摊在阳光下面,,,,,,,,,,
common_voice_zh-TW_19583584,2.0s,3,,,虽然脱口秀让人讪笑,,,,,,,,,,
common_voice_zh-TW_19601492,2.0s,3,,,柏林运输公司发言人则回应：,,,,,,,,,,
common_voice_zh-TW_19601564,2.0s,3,,,维基百科现在放的人类身高,,,,,,,,,,
common_voice_zh-TW_19645074,2.0s,3,,,由本频道语料编成的废话大全,,,,,,,,,,
common_voice_zh-TW_19645166,2.0s,2,,,一段关系中到底少了什么,,,,,,,,,,
common_voice_zh-TW_19645222,2.0s,3,,,应当可上修到八十几人,,,,,,,,,,
common_voice_zh-TW_19645237,2.0s,3,,,所倡议的开放政府伙伴关系,,,,,,,,,,
common_voice_zh-TW_19732196,2.0s,4,,,影片作者可以透过公众授权,,,,,,,,,,
common_voice_zh-TW_19732198,2.0s,3,,,未来必须是以经过审议核定为基准,,,,,,,,,,
common_voice_zh-TW_19732202,2.0s,2,,,又省掉一堆钱,,,,,,,,,,
common_voice_zh-TW_19738562,2.0s,3,,,只有不会教的父母和老师,,,,,,,,,,
