file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_18860346,0.5s,8,,,开会时有完整的会议资料,,,,,,,,,,
common_voice_zh-TW_18860360,0.5s,7,,,各位先进、各位委员,,,,,,,,,,
common_voice_zh-TW_18860361,0.5s,7,,,只是略尽棉薄之力,,,,,,,,,,
common_voice_zh-TW_18882634,0.5s,8,,,有责任先决定目标,,,,,,,,,,
common_voice_zh-TW_18882637,0.5s,10,,,已缴纳机车强制险,,,,,,,,,,
common_voice_zh-TW_18882699,0.5s,9,,,能通过的议题先予以通过,,,,,,,,,,
common_voice_zh-TW_18882730,0.5s,7,,,进行总质询,,,,,,,,,,
common_voice_zh-TW_18882741,0.5s,8,,,你又买了啥？,,,,,,,,,,
common_voice_zh-TW_18882774,0.5s,7,,,审查核准,,,,,,,,,,
common_voice_zh-TW_18882777,0.5s,11,,,应配合敝公司执行,,,,,,,,,,
common_voice_zh-TW_18882782,0.5s,8,,,上传可以暂停吗？,,,,,,,,,,
common_voice_zh-TW_18882793,0.5s,11,,,所花费的时间也降低到过去的十分之一,,,,,,,,,,
common_voice_zh-TW_18882796,0.5s,7,,,根本是你食量大,,,,,,,,,,
common_voice_zh-TW_18882803,0.5s,8,,,宜兰市施行细则,,,,,,,,,,
common_voice_zh-TW_18882822,0.5s,9,,,让危险不发生才是平安,,,,,,,,,,
common_voice_zh-TW_18882825,0.5s,9,,,维护人格健全发展与人性尊严,,,,,,,,,,
common_voice_zh-TW_18882857,0.5s,7,,,上次买的牛奶快喝完了,,,,,,,,,,
common_voice_zh-TW_18882859,0.5s,8,,,变更士林区天母地目,,,,,,,,,,
common_voice_zh-TW_18882872,0.5s,7,,,我们应该发挥我们的优势,,,,,,,,,,
common_voice_zh-TW_18930384,0.5s,7,,,请研考会提出新方案,,,,,,,,,,
common_voice_zh-TW_18935356,0.5s,9,,,政府之决策执行自有一套,,,,,,,,,,
common_voice_zh-TW_18941418,0.5s,8,,,基地邻近古迹「紫藤庐」,,,,,,,,,,
common_voice_zh-TW_18941445,0.5s,7,,,我要给你一个任务,,,,,,,,,,
common_voice_zh-TW_18959178,0.5s,7,,,换发开业证书,,,,,,,,,,
common_voice_zh-TW_18959244,0.5s,9,,,官方包括政府及民意机关,,,,,,,,,,
common_voice_zh-TW_18963045,0.5s,9,,,新闻局是最重要的舆情反映机关,,,,,,,,,,
common_voice_zh-TW_18982692,0.5s,9,,,首先报告场所的寻觅过程,,,,,,,,,,
common_voice_zh-TW_18982693,0.5s,9,,,阳台可见海，风景很不错,,,,,,,,,,
common_voice_zh-TW_18998194,0.5s,8,,,所以我们必须走在前面,,,,,,,,,,
common_voice_zh-TW_18998216,0.5s,7,,,台北火车站大厅,,,,,,,,,,
common_voice_zh-TW_18998220,0.5s,14,,,无分男女、宗教、种族、阶级、党派,,,,,,,,,,
common_voice_zh-TW_18998230,0.5s,7,,,请用适当的设计,,,,,,,,,,
common_voice_zh-TW_18998261,0.5s,7,,,所有或管理机关,,,,,,,,,,
common_voice_zh-TW_18998286,0.5s,7,,,让你现出原形！,,,,,,,,,,
common_voice_zh-TW_18998288,0.5s,9,,,前一刻我们还在交接,,,,,,,,,,
common_voice_zh-TW_18998294,0.5s,10,,,并免收装机费及基本频道收视费,,,,,,,,,,
common_voice_zh-TW_18998342,0.5s,7,,,只要做出成绩,,,,,,,,,,
common_voice_zh-TW_18998357,0.5s,7,,,承恩生日快乐！,,,,,,,,,,
common_voice_zh-TW_18998402,0.5s,7,,,将再积极交涉,,,,,,,,,,
common_voice_zh-TW_18998407,0.5s,8,,,今天可直接进入议题的讨论,,,,,,,,,,
common_voice_zh-TW_18998454,0.5s,7,,,收费方式及适用对象,,,,,,,,,,
common_voice_zh-TW_18998455,0.5s,7,,,中山路一段一百六十号,,,,,,,,,,
common_voice_zh-TW_18998461,0.5s,7,,,还可以在适当时机提出,,,,,,,,,,
common_voice_zh-TW_18998463,0.5s,7,,,这点可否于公文中说明,,,,,,,,,,
common_voice_zh-TW_18998490,0.5s,8,,,如仅是整理可能无法沟通,,,,,,,,,,
common_voice_zh-TW_18998492,0.5s,7,,,如有结论亦请提出研究,,,,,,,,,,
common_voice_zh-TW_18999574,0.5s,11,,,调阅内容符合政府资讯公开法,,,,,,,,,,
common_voice_zh-TW_19067770,0.5s,8,,,共同成为稳定社会之磐石,,,,,,,,,,
common_voice_zh-TW_19067774,0.5s,8,,,性别认同不是出于意识选择,,,,,,,,,,
common_voice_zh-TW_19227141,0.5s,7,,,会让人置身事外,,,,,,,,,,
common_voice_zh-TW_19227236,0.5s,8,,,是不是也可以拿来抄,,,,,,,,,,
common_voice_zh-TW_19227247,0.5s,7,,,请到登记处进行登记,,,,,,,,,,
common_voice_zh-TW_19227248,0.5s,7,,,若能参加相对论之旅,,,,,,,,,,
common_voice_zh-TW_19227258,0.5s,7,,,依现行人民团体法规定,,,,,,,,,,
common_voice_zh-TW_19227278,0.5s,7,,,再请各位表达意见,,,,,,,,,,
common_voice_zh-TW_19227279,0.5s,8,,,除了托育、托幼以外,,,,,,,,,,
common_voice_zh-TW_19228069,0.5s,8,,,来筹划各方面的作业,,,,,,,,,,
common_voice_zh-TW_19228086,0.5s,8,,,星聚点的热炒自助吧还不错,,,,,,,,,,
common_voice_zh-TW_19228100,0.5s,8,,,凝聚力量让大家配合完成,,,,,,,,,,
common_voice_zh-TW_19228204,0.5s,7,,,较私地为低,,,,,,,,,,
common_voice_zh-TW_19228217,0.5s,9,,,从山坡上轻轻地爬下来了,,,,,,,,,,
common_voice_zh-TW_19228226,0.5s,8,,,新北市并非主要养鸟县市,,,,,,,,,,
common_voice_zh-TW_19231645,0.5s,9,,,与审理案件不同,,,,,,,,,,
common_voice_zh-TW_19231646,0.5s,9,,,与桃园市民一起打拼,,,,,,,,,,
common_voice_zh-TW_19231648,0.5s,9,,,我们现在并不偏向这方面,,,,,,,,,,
common_voice_zh-TW_19231650,0.5s,9,,,举行适当之公听会,,,,,,,,,,
common_voice_zh-TW_19231651,0.5s,7,,,她还养了一只猫,,,,,,,,,,
common_voice_zh-TW_19231658,0.5s,9,,,现在不是正在推动电脑化？,,,,,,,,,,
common_voice_zh-TW_19231661,0.5s,7,,,看起来很有质感,,,,,,,,,,
common_voice_zh-TW_19231664,0.5s,11,,,你是英文系的，可以帮我翻译一下吗？,,,,,,,,,,
common_voice_zh-TW_19231666,0.5s,8,,,因为都属于大家,,,,,,,,,,
common_voice_zh-TW_19231673,0.5s,9,,,与地主做良性的沟通,,,,,,,,,,
common_voice_zh-TW_19231674,0.5s,8,,,光兴市民活动中心,,,,,,,,,,
common_voice_zh-TW_19231688,0.5s,9,,,整理过的文字档在我的目录有,,,,,,,,,,
common_voice_zh-TW_19231689,0.5s,9,,,今天我们开全国司法改革筹备会,,,,,,,,,,
common_voice_zh-TW_19231691,0.5s,7,,,都更为何无法通过,,,,,,,,,,
common_voice_zh-TW_19231695,0.5s,10,,,申请地籍图誊本,,,,,,,,,,
common_voice_zh-TW_19231697,0.5s,7,,,邻近也有航空机场,,,,,,,,,,
common_voice_zh-TW_19231703,0.5s,8,,,也希望大家一起思考,,,,,,,,,,
common_voice_zh-TW_19231709,0.5s,8,,,众望所归的编码器,,,,,,,,,,
common_voice_zh-TW_19231735,0.5s,7,,,收据留著，可以补件,,,,,,,,,,
common_voice_zh-TW_19231756,0.5s,10,,,使非专业性人士能立即进入状况,,,,,,,,,,
common_voice_zh-TW_19234042,0.5s,8,,,其实我们认为很专业的东西,,,,,,,,,,
common_voice_zh-TW_19234530,0.5s,7,,,提升自制节目品质,,,,,,,,,,
common_voice_zh-TW_19234883,0.5s,9,,,为什么你选择在你承受莫大压力的时候,,,,,,,,,,
common_voice_zh-TW_19239215,0.5s,9,,,如何让传统的机器,,,,,,,,,,
common_voice_zh-TW_19239229,0.5s,8,,,无论是奉子成婚,,,,,,,,,,
common_voice_zh-TW_19239230,0.5s,9,,,如何一秒惹怒设计师,,,,,,,,,,
common_voice_zh-TW_19239231,0.5s,8,,,味噌、酱油这三种风味,,,,,,,,,,
common_voice_zh-TW_19239247,0.5s,9,,,如何使用直播软体行销产品,,,,,,,,,,
common_voice_zh-TW_19239250,0.5s,8,,,杜先生，你先上来楼上,,,,,,,,,,
common_voice_zh-TW_19243438,0.5s,7,,,今天突然没什么梗,,,,,,,,,,
common_voice_zh-TW_19243444,0.5s,7,,,并投入讨论,,,,,,,,,,
common_voice_zh-TW_19243455,0.5s,7,,,先承认你就是没有人,,,,,,,,,,
common_voice_zh-TW_19243458,0.5s,7,,,看到一台快译通翻译机,,,,,,,,,,
common_voice_zh-TW_19243515,0.5s,7,,,听起来很血汗,,,,,,,,,,
common_voice_zh-TW_19243517,0.5s,8,,,这个专案便是政府的雏形,,,,,,,,,,
common_voice_zh-TW_19243524,0.5s,8,,,什么叫木马屠城,,,,,,,,,,
common_voice_zh-TW_19243525,0.5s,8,,,飞狼那架直升机很厉害,,,,,,,,,,
common_voice_zh-TW_19243526,0.5s,7,,,委员会提出来,,,,,,,,,,
common_voice_zh-TW_19243527,0.5s,7,,,比较容易借的刻板印象,,,,,,,,,,
common_voice_zh-TW_19243532,0.5s,10,,,这套运用开放源码写成的系统,,,,,,,,,,
common_voice_zh-TW_19243535,0.5s,8,,,因为是塑胶的人工皮,,,,,,,,,,
common_voice_zh-TW_19243536,0.5s,7,,,才能够完成、超越自己,,,,,,,,,,
common_voice_zh-TW_19244080,0.5s,7,,,不只降低了民主的门槛,,,,,,,,,,
common_voice_zh-TW_19251372,0.5s,7,,,探讨性别刻板印象,,,,,,,,,,
common_voice_zh-TW_19251431,0.5s,7,,,推荐这个做法给其他人,,,,,,,,,,
common_voice_zh-TW_19251433,0.5s,8,,,这样政府机关可以防止贪污,,,,,,,,,,
common_voice_zh-TW_19251434,0.5s,7,,,筹备委员与副主席当然出席,,,,,,,,,,
common_voice_zh-TW_19261073,0.5s,9,,,我们应该要协助他们专业的嘴砲,,,,,,,,,,
common_voice_zh-TW_19275145,0.5s,12,,,是纺织业界的认证指标,,,,,,,,,,
common_voice_zh-TW_19298481,0.5s,7,,,请私讯我唷,,,,,,,,,,
common_voice_zh-TW_19298651,0.5s,10,,,不确定有没有更适合的地方放,,,,,,,,,,
common_voice_zh-TW_19298695,0.5s,8,,,例如分配的二个名额,,,,,,,,,,
common_voice_zh-TW_19298888,0.5s,8,,,行政院的目标之一,,,,,,,,,,
common_voice_zh-TW_19298916,0.5s,7,,,新型态的民主模式,,,,,,,,,,
common_voice_zh-TW_19298972,0.5s,8,,,经历多次讨论后,,,,,,,,,,
common_voice_zh-TW_19299003,0.5s,8,,,苹果执行长是提姆库克,,,,,,,,,,
common_voice_zh-TW_19305249,0.5s,10,,,我就不班门弄斧了,,,,,,,,,,
common_voice_zh-TW_19305253,0.5s,7,,,好野人才有办法消费,,,,,,,,,,
common_voice_zh-TW_19305589,0.5s,11,,,为什么还要一直问呢？,,,,,,,,,,
common_voice_zh-TW_19305612,0.5s,7,,,看来假新闻是编剧的,,,,,,,,,,
common_voice_zh-TW_19305614,0.5s,8,,,凝聚出属于自己的在地愿景,,,,,,,,,,
common_voice_zh-TW_19305652,0.5s,9,,,例如智慧电表或者天然气管线,,,,,,,,,,
common_voice_zh-TW_19305734,0.5s,11,,,只是既得利益者是谁,,,,,,,,,,
common_voice_zh-TW_19305830,0.5s,10,,,软体设定的折扣金额,,,,,,,,,,
common_voice_zh-TW_19305934,0.5s,8,,,其实除了现有的几大党,,,,,,,,,,
common_voice_zh-TW_19305960,0.5s,8,,,也就是以此类推,,,,,,,,,,
common_voice_zh-TW_19306048,0.5s,8,,,目的是打造安全空间,,,,,,,,,,
common_voice_zh-TW_19306187,0.5s,11,,,有关此部分一并提出报告,,,,,,,,,,
common_voice_zh-TW_19306248,0.5s,7,,,台水不是资本主义逻辑,,,,,,,,,,
common_voice_zh-TW_19309034,0.5s,7,,,还是会需要口语化一点的,,,,,,,,,,
common_voice_zh-TW_19309124,0.5s,9,,,中华电信澄清过啰,,,,,,,,,,
common_voice_zh-TW_19309274,0.5s,8,,,看来中午才会起床的这件事情,,,,,,,,,,
common_voice_zh-TW_19309297,0.5s,9,,,并且配合经营者的利益,,,,,,,,,,
common_voice_zh-TW_19309344,0.5s,8,,,可是发票我都存手机条码载具,,,,,,,,,,
common_voice_zh-TW_19309728,0.5s,8,,,我的战斗力是五十三万,,,,,,,,,,
common_voice_zh-TW_19309734,0.5s,10,,,这么想想又觉得台湾更悲哀了,,,,,,,,,,
common_voice_zh-TW_19309743,0.5s,7,,,要如何控制内容,,,,,,,,,,
common_voice_zh-TW_19313185,0.5s,8,,,然后别吃多,,,,,,,,,,
common_voice_zh-TW_19313193,0.5s,10,,,需全院相关同仁投入,,,,,,,,,,
common_voice_zh-TW_19313202,0.5s,12,,,但同样一份教材,,,,,,,,,,
common_voice_zh-TW_19313205,0.5s,9,,,还蛮厉害的,,,,,,,,,,
common_voice_zh-TW_19313209,0.5s,8,,,完全相反！,,,,,,,,,,
common_voice_zh-TW_19313211,0.5s,8,,,天刚亮,,,,,,,,,,
common_voice_zh-TW_19313217,0.5s,7,,,易死会体质,,,,,,,,,,
common_voice_zh-TW_19313250,0.5s,8,,,这是最重要的事情,,,,,,,,,,
common_voice_zh-TW_19313294,0.5s,7,,,利用身体上下矲动,,,,,,,,,,
common_voice_zh-TW_19313318,0.5s,10,,,透过利害关系人邀集和协作,,,,,,,,,,
common_voice_zh-TW_19313322,0.5s,14,,,这个计划透过群众参与，来改善现有的语音辨识系统,,,,,,,,,,
common_voice_zh-TW_19313350,0.5s,9,,,也别忘了听听别人录的,,,,,,,,,,
common_voice_zh-TW_19313364,0.5s,8,,,我是一只鹤,,,,,,,,,,
common_voice_zh-TW_19313399,0.5s,8,,,有些是描述黑死病之类的,,,,,,,,,,
common_voice_zh-TW_19313424,0.5s,10,,,圆周率是三点一四一五九二六,,,,,,,,,,
common_voice_zh-TW_19313449,0.5s,7,,,工会有稍稍起作用,,,,,,,,,,
common_voice_zh-TW_19313464,0.5s,10,,,应该不是会直接释出废话大全,,,,,,,,,,
common_voice_zh-TW_19313471,0.5s,13,,,可不可以都别出门,,,,,,,,,,
common_voice_zh-TW_19313483,0.5s,10,,,关于曹雪芹生平及其家族的专书,,,,,,,,,,
common_voice_zh-TW_19313498,0.5s,12,,,当我在平台上提出这个点子以后,,,,,,,,,,
common_voice_zh-TW_19313728,0.5s,7,,,一起加入讨论,,,,,,,,,,
common_voice_zh-TW_19313762,0.5s,8,,,用鲜奶会叫鲜奶红茶,,,,,,,,,,
common_voice_zh-TW_19313766,0.5s,7,,,捷克布拉格,,,,,,,,,,
common_voice_zh-TW_19313767,0.5s,8,,,上班好同事，下班不认识,,,,,,,,,,
common_voice_zh-TW_19313769,0.5s,7,,,蛋熟了就能关火,,,,,,,,,,
common_voice_zh-TW_19313771,0.5s,13,,,八零年代的电视影集《飞狼》男主角过世了,,,,,,,,,,
common_voice_zh-TW_19313781,0.5s,8,,,现在要达到如何程度,,,,,,,,,,
common_voice_zh-TW_19313798,0.5s,8,,,其他需要持续贡献的专案,,,,,,,,,,
common_voice_zh-TW_19313809,0.5s,8,,,丢了好几次被要求修正,,,,,,,,,,
common_voice_zh-TW_19314884,0.5s,9,,,是分开的三件事,,,,,,,,,,
common_voice_zh-TW_19314943,0.5s,9,,,说干话是正常能量释放,,,,,,,,,,
common_voice_zh-TW_19314950,0.5s,6,,,归纳出试办规则,,,,,,,,,,
common_voice_zh-TW_19314953,0.5s,9,,,台水公司现有八十位师傅,,,,,,,,,,
common_voice_zh-TW_19314986,0.5s,9,,,科学是发明可用器物的一门学问,,,,,,,,,,
common_voice_zh-TW_19314997,0.5s,10,,,不应有感情色彩和私人成分,,,,,,,,,,
common_voice_zh-TW_19315042,0.5s,11,,,撒奇莱雅语、噶玛兰语,,,,,,,,,,
common_voice_zh-TW_19315045,0.5s,9,,,例如说人力达到一点五倍之前,,,,,,,,,,
common_voice_zh-TW_19315064,0.5s,7,,,叫你妈妈带你去买玩具啊,,,,,,,,,,
common_voice_zh-TW_19320337,0.5s,9,,,需要回避多数同学上厕所的时间,,,,,,,,,,
common_voice_zh-TW_19322731,0.5s,8,,,个人认为每次讨论制度的问题时,,,,,,,,,,
common_voice_zh-TW_19322767,0.5s,7,,,再将新的章程报请内政部核备,,,,,,,,,,
common_voice_zh-TW_19323789,0.5s,11,,,这么操作广告收入是提升的,,,,,,,,,,
common_voice_zh-TW_19323812,0.5s,12,,,其中资深者已有三十年的经验,,,,,,,,,,
common_voice_zh-TW_19323833,0.5s,9,,,还是偏向厅长担任,,,,,,,,,,
common_voice_zh-TW_19323858,0.5s,11,,,只是徒步的距离通常会被骗,,,,,,,,,,
common_voice_zh-TW_19324027,0.5s,10,,,自然能引发参与意愿,,,,,,,,,,
common_voice_zh-TW_19324068,0.5s,10,,,彼此一起花心力经营关系,,,,,,,,,,
common_voice_zh-TW_19324102,0.5s,9,,,公文书太饶舌,,,,,,,,,,
common_voice_zh-TW_19324288,0.5s,12,,,男生女生做朋友的性别关系话题,,,,,,,,,,
common_voice_zh-TW_19324308,0.5s,11,,,我们也已经准备九大议题及数个子题,,,,,,,,,,
common_voice_zh-TW_19324323,0.5s,7,,,去年都销售一空,,,,,,,,,,
common_voice_zh-TW_19324340,0.5s,8,,,是会在哪里释出呢?,,,,,,,,,,
common_voice_zh-TW_19324341,0.5s,9,,,留下来的就会遵照企业的新目标,,,,,,,,,,
common_voice_zh-TW_19324343,0.5s,7,,,自造者还活著,,,,,,,,,,
common_voice_zh-TW_19324353,0.5s,9,,,主张应站在人民的立场思考,,,,,,,,,,
common_voice_zh-TW_19324360,0.5s,10,,,要求中天电视台更正错误报导内容,,,,,,,,,,
common_voice_zh-TW_19324368,0.5s,8,,,也并未证实为同性恋者,,,,,,,,,,
common_voice_zh-TW_19324372,0.5s,9,,,这些平台操纵风向与舆论,,,,,,,,,,
common_voice_zh-TW_19324379,0.5s,8,,,孩子们就更有机会,,,,,,,,,,
common_voice_zh-TW_19324382,0.5s,9,,,之后会定期透过语音更新资讯,,,,,,,,,,
common_voice_zh-TW_19324391,0.5s,10,,,都对台湾的政治生态与社会氛围,,,,,,,,,,
common_voice_zh-TW_19324397,0.5s,9,,,就是看时钟喝药水就好了,,,,,,,,,,
common_voice_zh-TW_19324399,0.5s,8,,,放著卖保险套的促销纸箱,,,,,,,,,,
common_voice_zh-TW_19324404,0.5s,7,,,从采集过程到档案,,,,,,,,,,
common_voice_zh-TW_19324408,0.5s,8,,,语音辨识需要大量的语音资料,,,,,,,,,,
common_voice_zh-TW_19336397,0.5s,9,,,淋雨直播骂政府,,,,,,,,,,
common_voice_zh-TW_19336409,0.5s,11,,,现在将镜头还给棚内主播,,,,,,,,,,
common_voice_zh-TW_19336410,0.5s,11,,,居然这样公开的教育下一代,,,,,,,,,,
common_voice_zh-TW_19336416,0.5s,10,,,前副馆长、现任馆长,,,,,,,,,,
common_voice_zh-TW_19336417,0.5s,8,,,在网路发明前,,,,,,,,,,
common_voice_zh-TW_19336419,0.5s,10,,,现在不如先决定比例的问题,,,,,,,,,,
common_voice_zh-TW_19336425,0.5s,7,,,会议场所,,,,,,,,,,
common_voice_zh-TW_19336436,0.5s,10,,,表示若平等受到保障,,,,,,,,,,
common_voice_zh-TW_19336445,0.5s,12,,,这个频道以后录的东西都会释出,,,,,,,,,,
common_voice_zh-TW_19341408,0.5s,8,,,掠夺者认为应该的,,,,,,,,,,
common_voice_zh-TW_19341420,0.5s,10,,,是语言复育的必经之路,,,,,,,,,,
common_voice_zh-TW_19350740,0.5s,7,,,乃至于「异性恋霸权」,,,,,,,,,,
common_voice_zh-TW_19352365,0.5s,8,,,人工智慧程式写出来的文章,,,,,,,,,,
common_voice_zh-TW_19352386,0.5s,9,,,这样人民真的都当白痴吗？,,,,,,,,,,
common_voice_zh-TW_19354254,0.5s,8,,,要感谢文化部长郑丽君的协助,,,,,,,,,,
common_voice_zh-TW_19368205,0.5s,10,,,把老师傅的智慧纳入,,,,,,,,,,
common_voice_zh-TW_19368206,0.5s,8,,,那一种类型,,,,,,,,,,
common_voice_zh-TW_19384775,0.5s,8,,,卡那卡那富语,,,,,,,,,,
common_voice_zh-TW_19384799,0.5s,10,,,仍可再要求学校厘清,,,,,,,,,,
common_voice_zh-TW_19384818,0.5s,8,,,一起查证谣言,,,,,,,,,,
common_voice_zh-TW_19384860,0.5s,8,,,面对任何科技平台,,,,,,,,,,
common_voice_zh-TW_19384891,0.5s,14,,,让播音设备也可升级变成有蓝芽功能,,,,,,,,,,
common_voice_zh-TW_19384901,0.5s,7,,,当前似乎理所当然,,,,,,,,,,
common_voice_zh-TW_19384914,0.5s,7,,,发芽了要丢掉,,,,,,,,,,
common_voice_zh-TW_19392910,0.5s,8,,,每个人都可以自己印一件,,,,,,,,,,
common_voice_zh-TW_19392974,0.5s,8,,,这家社会企业开发的计划,,,,,,,,,,
common_voice_zh-TW_19393024,0.5s,10,,,结果一堆人跑出来讲做菜经,,,,,,,,,,
common_voice_zh-TW_19393036,0.5s,8,,,跳坑主持，我来计时,,,,,,,,,,
common_voice_zh-TW_19393037,0.5s,8,,,究竟是正视还是鼓吹,,,,,,,,,,
common_voice_zh-TW_19393047,0.5s,8,,,他们八十个人一个个下去,,,,,,,,,,
common_voice_zh-TW_19393054,0.5s,9,,,你学设计，可以帮我随便做一个吗？,,,,,,,,,,
common_voice_zh-TW_19393100,0.5s,7,,,装死的苟延惨喘著,,,,,,,,,,
common_voice_zh-TW_19393110,0.5s,8,,,甚至进一步运用与改作,,,,,,,,,,
common_voice_zh-TW_19393125,0.5s,10,,,喔喔原来是政府的新闻稿才行,,,,,,,,,,
common_voice_zh-TW_19393163,0.5s,7,,,现在已经知道是错误的啰,,,,,,,,,,
common_voice_zh-TW_19393188,0.5s,8,,,肯德基的本业是卖蛋塔的,,,,,,,,,,
common_voice_zh-TW_19393202,0.5s,8,,,呛了一声乡民都没见过世面,,,,,,,,,,
common_voice_zh-TW_19393211,0.5s,7,,,把人员的身心都照顾好,,,,,,,,,,
common_voice_zh-TW_19393415,0.5s,8,,,做法是夹杂在中文句子中,,,,,,,,,,
common_voice_zh-TW_19393462,0.5s,8,,,大公司果然眼光都不一样啊！,,,,,,,,,,
common_voice_zh-TW_19393505,0.5s,7,,,在两性圆舞曲章节,,,,,,,,,,
common_voice_zh-TW_19393648,0.5s,9,,,是不是叫做「咖啡牛奶」比较容易理解,,,,,,,,,,
common_voice_zh-TW_19393738,0.5s,8,,,就是名符其实的剥皮酒店了,,,,,,,,,,
common_voice_zh-TW_19393828,0.5s,7,,,还参加过全国运动会说,,,,,,,,,,
common_voice_zh-TW_19404470,0.5s,7,,,爱不只是激情,,,,,,,,,,
common_voice_zh-TW_19419500,0.5s,10,,,为什么支持者会认为不当教材并无不妥呢？,,,,,,,,,,
common_voice_zh-TW_19419729,0.5s,10,,,老了还想要有朋友一起彼此相伴,,,,,,,,,,
common_voice_zh-TW_19419786,0.5s,7,,,随著经营目标改变,,,,,,,,,,
common_voice_zh-TW_19419796,0.5s,9,,,有明确的机制来规范其维运,,,,,,,,,,
common_voice_zh-TW_19419800,0.5s,8,,,推特这个到底是发生了什么事,,,,,,,,,,
common_voice_zh-TW_19419857,0.5s,8,,,画一堆人跟画一堆圈圈,,,,,,,,,,
common_voice_zh-TW_19423391,0.5s,8,,,有人把汤匙忘在会议室里吗？,,,,,,,,,,
common_voice_zh-TW_19423393,0.5s,7,,,就是用奶精调制的,,,,,,,,,,
common_voice_zh-TW_19423462,0.5s,7,,,最重要的是坚守中立,,,,,,,,,,
common_voice_zh-TW_19423474,0.5s,8,,,似乎没有特别强调使用鲜奶,,,,,,,,,,
common_voice_zh-TW_19423496,0.5s,7,,,希望来的是能够作决定的人,,,,,,,,,,
common_voice_zh-TW_19423531,0.5s,7,,,讲述客观事实的新闻,,,,,,,,,,
common_voice_zh-TW_19424342,0.5s,9,,,总统府前副秘书长姚人多,,,,,,,,,,
common_voice_zh-TW_19424359,0.5s,10,,,并且有意识地去改善一段关系,,,,,,,,,,
common_voice_zh-TW_19424374,0.5s,7,,,遇到英文就尽量打成中文,,,,,,,,,,
common_voice_zh-TW_19424376,0.5s,8,,,然后买也是维力出的蒸煮面,,,,,,,,,,
common_voice_zh-TW_19431409,0.5s,8,,,又让人的价值找到新的定位,,,,,,,,,,
common_voice_zh-TW_19431410,0.5s,8,,,但是如果接一个蓝芽音箱的话,,,,,,,,,,
common_voice_zh-TW_19433609,0.5s,7,,,你压力真的很大,,,,,,,,,,
common_voice_zh-TW_19458751,0.5s,7,,,仰望星空,,,,,,,,,,
common_voice_zh-TW_19458755,0.5s,9,,,决定以积极行动回应,,,,,,,,,,
common_voice_zh-TW_19485265,0.5s,7,,,大家都以为自己才是对的,,,,,,,,,,
common_voice_zh-TW_19485273,0.5s,7,,,这一百万花不完，今晚不准回家,,,,,,,,,,
common_voice_zh-TW_19485275,0.5s,7,,,更蕴含极高的商业价值,,,,,,,,,,
common_voice_zh-TW_19485281,0.5s,8,,,因为许多人都病了没药医,,,,,,,,,,
common_voice_zh-TW_19485297,0.5s,7,,,我相信这会成为未来的示范,,,,,,,,,,
common_voice_zh-TW_19485300,0.5s,9,,,集中力量，以维持国际和平及安全,,,,,,,,,,
common_voice_zh-TW_19485305,0.5s,7,,,坚持理念，逐渐站稳脚步,,,,,,,,,,
common_voice_zh-TW_19485322,0.5s,7,,,指定建筑线之现有巷道,,,,,,,,,,
common_voice_zh-TW_19485323,0.5s,7,,,看到很废的文章的时候,,,,,,,,,,
common_voice_zh-TW_19485360,0.5s,8,,,但绝对要有让人发表意见的机会,,,,,,,,,,
common_voice_zh-TW_19542319,0.5s,7,,,恶的循环就此展开,,,,,,,,,,
common_voice_zh-TW_19581336,0.5s,8,,,可能我们的许多产业,,,,,,,,,,
common_voice_zh-TW_19583149,0.5s,9,,,并设立国际组织,,,,,,,,,,
common_voice_zh-TW_19583202,0.5s,11,,,不要动，再动我不保证会发生什么,,,,,,,,,,
common_voice_zh-TW_19583203,0.5s,7,,,卡得呱呱叫,,,,,,,,,,
common_voice_zh-TW_19583557,0.5s,8,,,以视觉化的方式,,,,,,,,,,
common_voice_zh-TW_19583562,0.5s,12,,,反正，爱，我是肯定给不了的,,,,,,,,,,
common_voice_zh-TW_19583580,0.5s,12,,,而他们签约契作，指导技术,,,,,,,,,,
common_voice_zh-TW_19583581,0.5s,9,,,漏洞百出的摊在阳光下面,,,,,,,,,,
common_voice_zh-TW_19583584,0.5s,9,,,虽然脱口秀让人讪笑,,,,,,,,,,
common_voice_zh-TW_19601492,0.5s,11,,,柏林运输公司发言人则回应：,,,,,,,,,,
common_voice_zh-TW_19601564,0.5s,10,,,维基百科现在放的人类身高,,,,,,,,,,
common_voice_zh-TW_19645074,0.5s,9,,,由本频道语料编成的废话大全,,,,,,,,,,
common_voice_zh-TW_19645166,0.5s,7,,,一段关系中到底少了什么,,,,,,,,,,
common_voice_zh-TW_19645222,0.5s,9,,,应当可上修到八十几人,,,,,,,,,,
common_voice_zh-TW_19645237,0.5s,10,,,所倡议的开放政府伙伴关系,,,,,,,,,,
common_voice_zh-TW_19732196,0.5s,15,,,影片作者可以透过公众授权,,,,,,,,,,
common_voice_zh-TW_19732198,0.5s,12,,,未来必须是以经过审议核定为基准,,,,,,,,,,
common_voice_zh-TW_19732202,0.5s,7,,,又省掉一堆钱,,,,,,,,,,
common_voice_zh-TW_19738562,0.5s,9,,,只有不会教的父母和老师,,,,,,,,,,
