file_name,original_path,inference_path,ground_truth,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
1089-134691-0007,/homes/jiasin/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0007.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1089-134691-0007_inference.wav,SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING, Soon the whole bridge was trembling and resounding., Soon the whole bridge was trembling and resounding.,0.0,0.0,0.0,4.408270835876465,2.385911464691162,0.9059191824398696
1188-133604-0004,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0004_inference.wav,SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN MIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMENT MIGHT CRYSTALLIZE HARD AT THE EDGE, some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge, some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge,0.0,0.0,0.0,4.132705211639404,1.9980230331420896,0.8355700004508317
1188-133604-0014,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0014.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0014_inference.wav,DO NOT THEREFORE THINK THAT THE GOTHIC SCHOOL IS AN EASY ONE," Do not, therefore, think that the Gothic school is an easy one."," Do not, therefore, think that the Gothic school is an easy one.",0.0,0.0,0.0,4.252170562744141,2.2624614238739014,0.886614078568386
1188-133604-0041,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0041.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0041_inference.wav,IT IS A GLEANER BRINGING DOWN HER ONE SHEAF OF CORN TO AN OLD WATERMILL ITSELF MOSSY AND RENT SCARCELY ABLE TO GET ITS STONES TO TURN, it is a gleaner bringing down her one sheaf of corn to an old water-mill itself mossy and rent scarcely able to get its stones to turn," It is a gleaner bringing down her one sheaf of corn to an old water-mill, itself mossy and rent, scarcely able to get its stones to turn.",0.0,0.0,0.0,4.265191555023193,2.3405165672302246,0.8787436988244371
1188-133604-0010,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0010.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0010_inference.wav,BUT IN THIS VIGNETTE COPIED FROM TURNER YOU HAVE THE TWO PRINCIPLES BROUGHT OUT PERFECTLY," But in this vignette, copied from Turner, you have the two principles brought out perfectly."," But in this vignette, copied from Turner, you have the two principles brought out perfectly.",0.0,0.0,0.0,3.9993953704833984,2.004239320755005,0.8645879639761728
1188-133604-0034,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0034.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0034_inference.wav,EXQUISITE ORDER AND UNIVERSAL WITH ETERNAL LIFE AND LIGHT THIS IS THE FAITH AND EFFORT OF THE SCHOOLS OF CRYSTAL AND YOU MAY DESCRIBE AND COMPLETE THEIR WORK QUITE LITERALLY BY TAKING ANY VERSES OF CHAUCER IN HIS TENDER MOOD AND OBSERVING HOW HE INSISTS ON THE CLEARNESS AND BRIGHTNESS FIRST AND THEN ON THE ORDER, exquisite order and universal with eternal life and light this is the faith and effort of the schools of crystal and you may describe and complete their work quite literally by taking any verses of chaucer in his tender mood and observing how he insists on the clearness and brightness first and then on the order, exquisite order and universal with eternal life and light this is the faith and effort of the schools of crystal and you may describe and complete their work quite literally by taking any verses of chaucer in his tender mood and observing how he insists on the clearness and brightness first and then on the order,0.0,0.0,0.0,4.261641979217529,2.365802764892578,0.9189345243725038
1188-133604-0031,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0031.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0031_inference.wav,THERE'S ONE AND THERE'S ANOTHER THE DUDLEY AND THE FLINT," There's one and there's another, the Dudley and the Flint.", There's one and there's another. The Dudley and the Flint.,0.0,0.0,0.0,3.95147705078125,2.365142822265625,0.9052176306624838
1188-133604-0020,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0020.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0020_inference.wav,BUT OBSERVE YOU CAN ONLY DO THIS ON ONE CONDITION THAT OF STRIVING ALSO TO CREATE IN REALITY THE BEAUTY WHICH YOU SEEK IN IMAGINATION, but observe you can only do this on one condition that of striving also to create in reality the beauty which you seek in imagination," But, observe, you can only do this on one condition, that of striving also to create, in reality, the beauty which you seek in imagination.",0.0,0.0,0.0,4.124578475952148,2.374445915222168,0.8784145347971789
1188-133604-0044,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0044.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0044_inference.wav,IT WILL BE WELL FOR YOU IF YOU JOIN NOT WITH THOSE WHO INSTEAD OF KITES FLY FALCONS WHO INSTEAD OF OBEYING THE LAST WORDS OF THE GREAT CLOUD SHEPHERD TO FEED HIS SHEEP LIVE THE LIVES HOW MUCH LESS THAN VANITY OF THE WAR WOLF AND THE GIER EAGLE, it will be well for you if you join not with those who instead of kites fly falcons who instead of obeying the last words of the great cloud shepherd to feed his sheep live the lives how much less than vanity of the war-wolf and the gear eagle, it will be well for you if you join not with those who instead of kites fly falcons who instead of obeying the last words of the great cloud shepherd to feed his sheep live the lives how much less than vanity of the war-wolf and the gear eagle,0.06,0.06,0.0,4.144280433654785,2.354928731918335,0.8633474210794929
1188-133604-0019,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0019.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0019_inference.wav,THE LARGE LETTER CONTAINS INDEED ENTIRELY FEEBLE AND ILL DRAWN FIGURES THAT IS MERELY CHILDISH AND FAILING WORK OF AN INFERIOR HAND IT IS NOT CHARACTERISTIC OF GOTHIC OR ANY OTHER SCHOOL, the large letter contains indeed entirely feeble and ill-drawn figures that is merely childish and failing work of an inferior hand it is not characteristic of gothic or any other school, the large letter contains indeed entirely feeble and ill-drawn figures that is merely childish and failing work of an inferior hand it is not characteristic of gothic or any other school,0.03125,0.03125,0.0,4.218646049499512,2.402721881866455,0.902865398947744
1188-133604-0025,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0025.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0025_inference.wav,YOU KNOW I HAVE JUST BEEN TELLING YOU HOW THIS SCHOOL OF MATERIALISM AND CLAY INVOLVED ITSELF AT LAST IN CLOUD AND FIRE, You know I've just been telling you how this school of materialism and clay involved itself at last in cloud and fire., You know I've just been telling you how this school of materialism and clay involved itself at last in cloud and fire.,0.1304347826086956,0.1304347826086956,0.0,4.132481575012207,2.4458022117614746,0.9118293271116804
1188-133604-0021,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0021.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0021_inference.wav,IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FOR NOBLE PURIST PAINTING UNLESS YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FELICITY AND PEACE OF PRACTICAL LIFE, it will be wholly impossible for you to retain the tranquillity of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life, it will be wholly impossible for you to retain the tranquillity of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life,0.0,0.0,0.0,3.94509530067444,2.050152540206909,0.8667313770431384
1188-133604-0015,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0015.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0015_inference.wav,THE LAW OF THAT SCHOOL IS THAT EVERYTHING SHALL BE SEEN CLEARLY OR AT LEAST ONLY IN SUCH MIST OR FAINTNESS AS SHALL BE DELIGHTFUL AND I HAVE NO DOUBT THAT THE BEST INTRODUCTION TO IT WOULD BE THE ELEMENTARY PRACTICE OF PAINTING EVERY STUDY ON A GOLDEN GROUND, the law of that school is that everything shall be seen clearly or at least only in such mist or faintness as shall be delightful and i have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground, the law of that school is that everything shall be seen clearly or at least only in such mist or faintness as shall be delightful and i have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground,0.0,0.0,0.0,4.218036651611328,2.15332579612732,0.8676669844605499
1188-133604-0013,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0013.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0013_inference.wav,IT MUST REMEMBER BE ONE OR THE OTHER," It must, remember, be one or the other."," It must, remember, be one or the other.",0.0,0.0,0.0,3.9363534450531006,2.4269886016845703,0.8946008218824915
1188-133604-0002,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0002.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0002_inference.wav,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT, by being studious of colour they are studious of division and while the chiaroscurist devotes himself to the representation of degrees of force in one thing unseparated light the colourists have for their function the attainment of beauty by arrangement of the divisions of light, by being studious of colour they are studious of division and while the chiaroscurist devotes himself to the representation of degrees of force in one thing unseparated light the colourists have for their function the attainment of beauty by arrangement of the divisions of life,0.0444444444444444,0.1111111111111111,0.0666666666666666,4.228329658508301,2.270568370819092,0.880231166764816
1188-133604-0028,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0028.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0028_inference.wav,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE, well then last here is turner's greek school of the highest class and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is and then the envelopment of it with cloud and fire, well then last here is turner's greek school of the highest class and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is and then the envelopment of it with cloud and fire,0.0,0.0,0.0,4.168824195861816,2.2948453426361084,0.8961457190997002
1188-133604-0009,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0009.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0009_inference.wav,NOW YOU WILL SEE IN THESE STUDIES THAT THE MOMENT THE WHITE IS INCLOSED PROPERLY AND HARMONIZED WITH THE OTHER HUES IT BECOMES SOMEHOW MORE PRECIOUS AND PEARLY THAN THE WHITE PAPER AND THAT I AM NOT AFRAID TO LEAVE A WHOLE FIELD OF UNTREATED WHITE PAPER ALL ROUND IT BEING SURE THAT EVEN THE LITTLE DIAMONDS IN THE ROUND WINDOW WILL TELL AS JEWELS IF THEY ARE GRADATED JUSTLY, now you will see in these studies that the moment the white is enclosed properly and harmonized with the other hues it becomes somehow more precious and pearly than the white paper and that i am not afraid to leave a whole field of untreated white paper all round it being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly, now you will see in these studies that the moment the white is enclosed properly and harmonized with the other hues it becomes somehow more precious and pearly than the white paper and that i am not afraid to leave a whole field of untreated white paper all round it being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly,0.0142857142857142,0.0142857142857142,0.0,4.119425296783447,2.3805150985717773,0.8528057600415105
1188-133604-0016,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0016.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0016_inference.wav,THIS AT ONCE COMPELS YOU TO UNDERSTAND THAT THE WORK IS TO BE IMAGINATIVE AND DECORATIVE THAT IT REPRESENTS BEAUTIFUL THINGS IN THE CLEAREST WAY BUT NOT UNDER EXISTING CONDITIONS AND THAT IN FACT YOU ARE PRODUCING JEWELER'S WORK RATHER THAN PICTURES, this at once compels you to understand that the work is to be imaginative and decorative that it represents beautiful things in the clearest way but not under existing conditions and that in fact you are producing jeweler's work rather than pictures, this at once compels you to understand that the work is to be imaginative and decorative that it represents beautiful things in the clearest way but not under existing conditions and that in fact you are producing jeweller's work rather than pictures,0.0,0.0238095238095238,0.0238095238095238,4.206417083740234,2.0705528259277344,0.850437449971407
1188-133604-0011,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0011.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0011_inference.wav,THEY ARE BEYOND ALL OTHER WORKS THAT I KNOW EXISTING DEPENDENT FOR THEIR EFFECT ON LOW SUBDUED TONES THEIR FAVORITE CHOICE IN TIME OF DAY BEING EITHER DAWN OR TWILIGHT AND EVEN THEIR BRIGHTEST SUNSETS PRODUCED CHIEFLY OUT OF GRAY PAPER, they are beyond all other works that i know existing dependent for their effect on low subdued tones their favorite choice in time of day being either dawn or twilight and even their brightest sunsets produced chiefly out of gray paper, they are beyond all other works that i know existing dependent for their effect on low subdued tones their favourite choice in time of day being either dawn or twilight and even their brightest sunsets produced chiefly out of grey paper,0.0,0.048780487804878,0.048780487804878,4.041960716247559,2.262516021728516,0.8483195019657905
1188-133604-0022,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0022.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0022_inference.wav,YOU MUST LOOK AT HIM IN THE FACE FIGHT HIM CONQUER HIM WITH WHAT SCATHE YOU MAY YOU NEED NOT THINK TO KEEP OUT OF THE WAY OF HIM, you must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him, you must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him,0.0,0.0,0.0,4.172158241271973,2.3603286743164062,0.8193199056421886
1188-133604-0026,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0026.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0026_inference.wav,HERE IS AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLDEN MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES OR TOWERS AND NO CARE FOR COLOR WHATEVER PERFECTLY DECEPTIVE AND MARVELOUS EFFECT OF SUNSHINE THROUGH THE MIST APOLLO AND THE PYTHON," Here is an equally typical Greek school landscape by Wilson, lost wholly in golden mist, the trees so slightly drawn that you don't know if they are trees or towers, and no care for color whatsoever. Perfectly deceptive and marvelous effect of sunshine through the mist, Apollo and the Python."," Here is an equally typical Greek school landscape by Wilson. Lost wholly in golden mist, the trees so slightly drawn that you don't know if they are trees or towers, and no care for color whatsoever. Perfectly deceptive and marvelous effect of sunshine through the mist. Apollo and the Python.",0.04,0.04,0.0,4.056279182434082,2.269293069839477,0.9038693144321406
1188-133604-0024,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0024.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0024_inference.wav,NOTHING WILL BE MORE PRECIOUS TO YOU I THINK IN THE PRACTICAL STUDY OF ART THAN THE CONVICTION WHICH WILL FORCE ITSELF ON YOU MORE AND MORE EVERY HOUR OF THE WAY ALL THINGS ARE BOUND TOGETHER LITTLE AND GREAT IN SPIRIT AND IN MATTER, nothing will be more precious to you i think in the practical study of art than the conviction which will force itself on you more and more every hour of the way all things are bound together little and great in spirit and in matter, nothing will be more precious to you i think in the practical study of art than the conviction which will force itself on you more and more every hour of the way all things are bound together little and great in spirit and in matter,0.0,0.0,0.0,4.267615795135498,2.31792426109314,0.8784413387254143
1188-133604-0017,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0017.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0017_inference.wav,THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS, That a style is restrained or severe does not mean that it is also erroneous., That a style is restrained or severe does not mean that it is also erroneous.,0.0,0.0,0.0,4.269449234008789,2.15775203704834,0.8976077297596481
1188-133604-0008,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0008.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0008_inference.wav,FOR BELIEVE ME THE FINAL PHILOSOPHY OF ART CAN ONLY RATIFY THEIR OPINION THAT THE BEAUTY OF A COCK ROBIN IS TO BE RED AND OF A GRASS PLOT TO BE GREEN AND THE BEST SKILL OF ART IS IN INSTANTLY SEIZING ON THE MANIFOLD DELICIOUSNESS OF LIGHT WHICH YOU CAN ONLY SEIZE BY PRECISION OF INSTANTANEOUS TOUCH, for believe me the final philosophy of art can only ratify their opinion that the beauty of a cock-robin is to be red and of a grass-plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch, for believe me the final philosophy of art can only ratify their opinion that the beauty of a cock-robin is to be red and of a grass-plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch,0.0344827586206896,0.0344827586206896,0.0,4.061856269836426,2.1793487071990967,0.829923849405216
1188-133604-0018,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0018.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0018_inference.wav,IN ALL EARLY GOTHIC ART INDEED YOU WILL FIND FAILURE OF THIS KIND ESPECIALLY DISTORTION AND RIGIDITY WHICH ARE IN MANY RESPECTS PAINFULLY TO BE COMPARED WITH THE SPLENDID REPOSE OF CLASSIC ART, in all early gothic art indeed you will find failure of this kind especially distortion and rigidity which are in many respects painfully to be compared with the splendid repose of classic art, in all early gothic art indeed you will find failure of this kind especially distortion and rigidity which are in many respects painfully to be compared with the splendid repose of classic art,0.0,0.0,0.0,4.172776699066162,2.0987253189086914,0.9099380465131068
1188-133604-0012,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0012.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0012_inference.wav,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS, it may be that a great colorist will use his utmost force of color as a singer his full power of voice but loud or low the virtue is in both cases always in refinement never in loudness, it may be that a great colorist will use his utmost force of color as a singer his full power of voice but loud or low the virtue is in both cases always in refinement never in loudness,0.0,0.0,0.0,4.012886047363281,2.3944966793060303,0.8290478982300088
1188-133604-0032,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0032.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0032_inference.wav,IT IS ONLY A PENCIL OUTLINE BY EDWARD BURNE JONES IN ILLUSTRATION OF THE STORY OF PSYCHE IT IS THE INTRODUCTION OF PSYCHE AFTER ALL HER TROUBLES INTO HEAVEN, it is only a pencil outline by edward burne jones in illustration of the story of psyche it is the introduction of psyche after all her troubles into heaven, it is only a pencil outline by edward burne-jones an illustration of the story of psyche it is the introduction of psyche after all her troubles into heaven,0.0,0.0689655172413793,0.0689655172413793,4.161457538604736,2.194447755813598,0.9006063264200886
1188-133604-0007,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0007.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0007_inference.wav,THE BROWN GROUND BENEATH IS LEFT FOR THE MOST PART ONE TOUCH OF BLACK IS PUT FOR THE HOLLOW TWO DELICATE LINES OF DARK GRAY DEFINE THE OUTER CURVE AND ONE LITTLE QUIVERING TOUCH OF WHITE DRAWS THE INNER EDGE OF THE MANDIBLE, the brown ground beneath is left for the most part one touch of black is put for the hollow two delicate lines of dark grey define the outer curve and one little quivering touch of white draws the inner edge of the mandible, the brown ground beneath is left for the most part one touch of black is put for the hollow two delicate lines of dark grey define the outer curve and one little quivering touch of white draws the inner edge of the mandible,0.0232558139534883,0.0232558139534883,0.0,4.045218467712402,2.2327005863189697,0.8486428058576783
1188-133604-0005,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0005.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0005_inference.wav,IT IS THE HEAD OF A PARROT WITH A LITTLE FLOWER IN HIS BEAK FROM A PICTURE OF CARPACCIO'S ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE," It is the head of a parrot with a little flower in his beak from a picture of Carpatius, one of his series of The Life of St. George."," It is the head of a parrot with a little flower in his beak from a picture of Carpatius, one of his series of The Life of St. George.",0.2068965517241379,0.2068965517241379,0.0,3.913373708724976,2.242279291152954,0.8156158265088369
1188-133604-0038,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0038.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0038_inference.wav,BUT NOW HERE IS A SUBJECT OF WHICH YOU WILL WONDER AT FIRST WHY TURNER DREW IT AT ALL, But now here is the subject of which you will wonder at first why Turner drew it at all., But now here is a subject of which you will wonder at first why Turner drew it at all.,0.1578947368421052,0.0,-0.1578947368421052,4.259537696838379,2.3426194190979004,0.9067476861028066
1188-133604-0037,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0037.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0037_inference.wav,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER, every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of holbein or dure, every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of holbein or durer,0.0512820512820512,0.0256410256410256,-0.0256410256410256,4.234580039978027,2.183177709579468,0.910628957756808
1188-133604-0000,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0000.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0000_inference.wav,YOU WILL FIND ME CONTINUALLY SPEAKING OF FOUR MEN TITIAN HOLBEIN TURNER AND TINTORET IN ALMOST THE SAME TERMS, you will find me continually speaking of four men titian holbein turner and tintoret in almost the same terms," You will find me continually speaking of four men, Titian, Holbein, Turner, and Tinkerette, in almost the same terms.",0.0,0.2105263157894736,0.2105263157894736,3.797123670578003,2.0074174404144287,0.7273989499202443
1188-133604-0040,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0040.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0040_inference.wav,THE CRAMPNESS AND THE POVERTY ARE ALL INTENDED, The crampness and the poverty are all intended., The crampness and the poverty are all intended.,0.0,0.0,0.0,4.165476322174072,2.36495327949524,0.8543631355062549
1188-133604-0027,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0027.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0027_inference.wav,NOW HERE IS RAPHAEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEAF WHOLLY FORMAL BUT BEAUTIFUL MIST COMING GRADUALLY INTO THE DISTANCE, now here is raphael exactly between the two trees still drawn leaf by leaf wholly formal but beautiful mist coming gradually into the distance, now here is raphael exactly between the two trees still drawn leaf by leaf wholly formal but beautiful nests coming gradually into the distance,0.0,0.125,0.125,4.2825927734375,2.339790105819702,0.9130191219638032
1188-133604-0039,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0039.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0039_inference.wav,IT HAS NO BEAUTY WHATSOEVER NO SPECIALTY OF PICTURESQUENESS AND ALL ITS LINES ARE CRAMPED AND POOR," It has no beauty whatsoever, no specialty of picturesqueness, and all its lines are cramped and poor."," It has no beauty whatsoever, no specialty of picturesqueness, and all its lines are cramped and poor.",0.0,0.0,0.0,4.246772289276123,2.2449634075164795,0.8867409305142161
1188-133604-0033,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0033.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0033_inference.wav,EVERY PLANT IN THE GRASS IS SET FORMALLY GROWS PERFECTLY AND MAY BE REALIZED COMPLETELY," Every plant in the grass is set formally, grows perfectly, and may be realized completely."," Every plant in the grass is set formally, grows perfectly, and may be realized completely.",0.0,0.0,0.0,4.257579803466797,2.275359869003296,0.9126987506763734
1188-133604-0036,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0036.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0036_inference.wav,IN BOTH THESE HIGH MYTHICAL SUBJECTS THE SURROUNDING NATURE THOUGH SUFFERING IS STILL DIGNIFIED AND BEAUTIFUL," In both these high mythical subjects, the surrounding nature, though suffering, is still dignified and beautiful."," In both these high mythical subjects, the surrounding nature, though suffering, is still dignified and beautiful.",0.0,0.0,0.0,4.143365383148193,2.2090697288513184,0.9065919857613636
1188-133604-0029,/homes/jiasin/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0029.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/1188-133604-0029_inference.wav,ONLY THERE ARE TWO SORTS OF CLOUD AND FIRE, only there are two sorts of cloud and fire," Only, there are two sorts of cloud and fire.",0.0,0.0,0.0,3.861745595932007,2.23538875579834,0.8908817399687121
